Subject,Session,Block,Condition,Trial,whetherCued,leftStim,rightStim,midStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
109,2,1,2,1,1,47.1252,316.1985,168.7876,1,2,3,1,1,0,0,47.1252,73.5503,2.1808,26.4251,10,
109,2,1,2,2,1,169.5476,347.8437,255.9676,3,1,2,2,0,0,1,347.8437,39.1823,4.2827,51.3386,-10,
109,2,1,1,3,1,169.7327,136.4901,229.9791,2,1,3,2,1,0,0,136.4901,151.7458,2.902,15.2557,20,
109,2,1,3,4,1,288.8759,168.0188,256.5805,1,3,2,1,1,0,0,288.8759,274.7617,1.3608,-14.1142,20,
109,2,1,2,5,1,349.8372,319.4402,285.2484,2,3,1,2,1,0,0,319.4402,336.7514,1.8409,17.3112,20,
109,2,1,2,6,1,287.5232,107.8411,348.2109,3,2,1,2,0,1,0,107.8411,NaN,100000,999,0,
109,2,1,1,7,1,196.1884,19.7444,75.6788,3,2,1,3,1,0,0,75.6788,40.8497,1.571,-34.829,0,
109,2,1,1,8,1,285.2274,47.5693,167.2281,3,1,2,2,0,0,1,47.5693,356.8385,2.5718,-50.7307,-10,
109,2,1,1,9,1,229.0212,287.979,196.6249,2,1,3,2,1,0,0,287.979,63.9489,1.3409,135.9699,-20,
109,2,1,2,10,1,165.7001,197.9153,135.975,2,3,1,3,0,1,0,135.975,NaN,100000,999,0,
109,2,1,3,11,1,16.9319,45.1675,136.7336,1,3,2,2,0,0,1,45.1675,NaN,100000,999,0,
109,2,1,2,12,1,75.7673,225.2609,135.0753,1,3,2,3,0,1,0,135.0753,NaN,100000,999,0,
109,2,1,1,13,1,107.5506,288.0257,79.4154,3,1,2,3,1,0,0,79.4154,53.6453,1.5511,-25.7701,10,
109,2,1,1,14,1,76.8415,138.4802,19.7219,3,1,2,2,0,0,1,138.4802,44.8889,3.8726,-93.5913,-20,
