Subject,Session,Block,Condition,Trial,whetherCued,leftStim,rightStim,midStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
104,1,1,1,1,1,347.6621,78.5825,225.8965,3,1,2,3,1,0,0,225.8965,219.1217,4.2253,-6.7748,30,
104,1,1,2,2,1,169.6783,319.0936,48.6413,3,1,2,1,0,1,0,169.6783,NaN,100000,999,0,
104,1,1,2,3,1,108.812,17.8803,78.7383,1,3,2,1,1,0,0,108.812,181.2276,3.0253,72.4156,-10,
104,1,1,1,4,1,347.6614,136.397,49.7312,3,1,2,1,0,1,0,347.6614,180,2.725,-167.6614,-10,
104,1,1,2,5,1,78.6346,196.8692,47.9079,1,3,2,1,1,0,0,78.6346,92.2699,2.1243,13.6353,20,
104,1,1,2,6,1,45.7597,16.9855,196.8736,3,1,2,3,1,0,0,196.8736,315.9391,2.7753,119.0655,-10,
104,1,1,1,7,1,138.2116,316.1063,79.1853,2,1,3,1,0,1,0,138.2116,136.4147,2.5004,-1.7969,40,
104,1,1,2,8,1,319.2929,289.5553,168.4982,1,3,2,1,1,0,0,319.2929,292.5781,1.8166,-26.7148,10,
104,1,1,1,9,1,287.6468,199.1499,49.2938,2,3,1,2,1,0,0,199.1499,138.8632,3.1085,-60.2867,-10,
104,1,1,1,10,1,169.2518,139.5582,198.1964,1,2,3,1,1,0,0,169.2518,148.4293,1.9251,-20.8225,20,
104,1,1,2,11,1,169.1329,48.3844,286.038,1,3,2,1,1,0,0,169.1329,157.1844,1.9585,-11.9485,30,
104,1,1,1,12,1,287.2569,316.9132,48.9482,1,2,3,1,1,0,0,287.2569,137.1534,2.9753,-150.1034,-10,
104,1,1,1,13,1,228.7938,349.9761,315.9329,1,2,3,2,0,1,0,349.9761,319.9402,6.3337,-30.0359,0,
104,1,1,1,14,1,285.9688,47.1618,258.7458,1,3,2,1,1,0,0,285.9688,289.2576,2.0253,3.2887,30,
104,1,1,2,15,1,19.6749,137.3974,346.159,1,3,2,1,1,0,0,19.6749,62.3281,1.5584,42.6532,-2.5,
104,1,1,1,16,1,287.6548,259.506,317.7028,3,1,2,3,1,0,0,317.7028,310.8618,2.0835,-6.8409,30,
104,1,1,1,17,1,105.9911,165.9754,316.6342,3,2,1,3,1,0,0,316.6342,311.585,2.1835,-5.0492,30,
104,1,1,1,18,1,109.0699,259.4922,77.1462,2,3,1,2,1,0,0,259.4922,62.1528,3.3585,162.6605,-10,
104,1,1,2,19,1,315.4649,347.3174,285.0467,3,1,2,2,0,0,1,347.3174,332.104,3.6002,-15.2134,20,
104,1,1,2,20,1,77.1828,225.2461,105.2482,3,2,1,3,1,0,0,105.2482,305.4297,5.6169,-159.8185,-10,
104,1,1,1,21,1,17.3062,228.1966,259.5867,3,2,1,2,0,1,0,228.1966,143.2915,2.7168,-84.9052,-10,
104,1,1,2,22,1,19.9049,195.6352,286.1612,3,2,1,3,1,0,0,286.1612,304.6882,2.8835,18.527,20,
104,1,1,1,23,1,19.2845,75.217,318.4581,2,3,1,2,1,0,0,75.217,72.4782,2.3834,-2.7387,40,
104,1,1,2,24,1,79.095,348.1246,228.6928,1,2,3,2,0,1,0,348.1246,NaN,100000,999,0,
104,1,1,1,25,1,49.4771,227.9126,257.9137,3,1,2,2,0,0,1,227.9126,142.3314,9.0923,-85.5812,-10,
104,1,1,2,26,1,47.0319,136.931,228.049,2,3,1,2,1,0,0,136.931,143.5157,3.1168,6.5847,30,
104,1,1,1,27,1,77.6151,16.6265,49.1592,3,2,1,3,1,0,0,49.1592,36.3966,2.4335,-12.7626,20,
104,1,1,2,28,1,137.6428,345.2572,78.7844,2,1,3,2,1,0,0,345.2572,335.6796,5.317,-9.5776,30,
104,1,1,1,29,1,168.7425,317.7165,226.6907,3,2,1,1,0,0,1,168.7425,168.8109,2.2752,0.068315,40,
104,1,1,2,30,1,315.1258,197.0721,138.657,2,3,1,2,1,0,0,197.0721,142.8372,3.1336,-54.2349,-5,
104,1,1,2,31,1,315.8145,169.192,195.8378,3,1,2,3,1,0,0,195.8378,231.7073,3.3001,35.8695,0,
104,1,1,2,32,1,109.7017,135.0292,228.0515,2,3,1,2,1,0,0,135.0292,133.4503,1.9334,-1.5789,40,
104,1,1,2,33,1,256.4523,47.0128,289.3103,2,1,3,2,1,0,0,47.0128,247.4614,3.2001,-159.5514,-10,
104,1,1,1,34,1,319.2054,76.7725,167.1503,1,2,3,3,0,0,1,167.1503,319.2554,3.3836,152.1051,-10,
104,1,1,2,35,1,289.8173,135.4295,167.5025,3,1,2,3,1,0,0,167.5025,291.7189,2.4752,124.2164,-10,
104,1,1,2,36,1,46.5193,197.4165,346.6891,2,3,1,2,1,0,0,197.4165,48.1864,1.5001,-149.23,-10,
104,1,1,1,37,1,79.9262,107.7974,169.668,1,2,3,1,1,0,0,79.9262,70.7223,2.8584,-9.2039,30,
104,1,1,1,38,1,135.5422,165.1806,228.0905,1,3,2,3,0,1,0,228.0905,318.1721,1.9167,90.0816,-10,
104,1,1,2,39,1,259.4502,346.651,166.1485,1,3,2,1,1,0,0,259.4502,245.2141,2.4667,-14.2361,20,
104,1,1,2,40,1,135.5697,19.8928,79.243,2,1,3,1,0,1,0,135.5697,NaN,100000,999,0,
104,1,1,1,41,1,285.5402,17.2994,137.2544,2,3,1,3,0,1,0,137.2544,139.5149,3.292,2.2605,40,
104,1,1,1,42,1,138.7045,347.534,165.9996,3,1,2,2,0,0,1,347.534,327.7802,2.5419,-19.7538,20,
104,1,1,1,43,1,169.3879,345.0718,46.4715,2,1,3,3,0,0,1,46.4715,313.6253,2.9835,-92.8462,-10,
104,1,1,1,44,1,227.7164,78.5126,19.7822,3,1,2,3,1,0,0,19.7822,27.1053,2.8835,7.3231,30,
104,1,1,1,45,1,78.8751,319.5709,48.9128,2,3,1,2,1,0,0,319.5709,61.4047,3.1252,101.8338,-10,
104,1,1,2,46,1,48.4957,168.9813,137.2079,3,2,1,1,0,0,1,48.4957,149.0353,2.0501,100.5397,-10,
104,1,1,2,47,1,315.7287,287.9252,345.3668,3,2,1,3,1,0,0,345.3668,322.1476,1.6668,-23.2192,10,
104,1,1,1,48,1,286.8252,226.5457,315.6046,2,1,3,2,1,0,0,226.5457,326.6741,2.9335,100.1284,-10,
104,1,1,2,49,1,256.6999,319.2336,46.2303,3,1,2,3,1,0,0,46.2303,258.1319,3.4419,-148.0984,-10,
104,1,1,2,50,1,135.68,78.9445,105.462,3,2,1,3,1,0,0,105.462,77.1752,2.8918,-28.2868,10,
104,1,1,2,51,1,75.0988,319.8215,349.8519,1,3,2,1,1,0,0,75.0988,143.0229,1.9001,67.924,-10,
104,1,1,1,52,1,19.6916,226.2771,107.6658,2,3,1,2,1,0,0,226.2771,39.1137,3.0169,172.8366,-10,
104,1,1,1,53,1,138.9798,226.1669,78.0042,1,3,2,2,0,0,1,226.1669,119.9337,1.9001,-106.2331,-10,
104,1,1,2,54,1,346.4868,16.9821,317.1038,3,1,2,3,1,0,0,317.1038,321.8036,3.7336,4.6998,30,
104,1,1,2,55,1,317.7541,79.3545,195.2113,2,3,1,1,0,0,1,317.7541,307.7842,3.6169,-9.9699,30,
104,1,1,1,56,1,47.5997,169.9459,257.4496,2,1,3,2,1,0,0,169.9459,132.7494,2.0585,-37.1966,0,
104,1,1,1,57,1,79.0846,195.9474,105.6185,1,3,2,1,1,0,0,79.0846,83.5973,1.8585,4.5127,30,
104,1,1,1,58,1,76.6599,319.1987,286.8586,1,2,3,1,1,0,0,76.6599,121.5853,2.5084,44.9253,-2.5,
104,1,1,1,59,1,135.784,76.6302,46.5703,1,3,2,3,0,1,0,46.5703,356.8915,2.4167,-49.6788,-2.5,
104,1,1,2,60,1,286.0726,228.3995,167.7865,1,3,2,1,1,0,0,286.0726,297.0024,2.4752,10.9298,30,
104,1,2,1,61,1,287.0116,195.9092,139.2813,3,1,2,1,0,1,0,287.0116,156.684,7.9505,-130.3277,-10,
104,1,2,2,62,1,225.9992,318.0367,107.7152,3,2,1,3,1,0,0,107.7152,289.5351,3.7835,-178.1801,-10,
104,1,2,2,63,1,48.791,169.4352,15.344,2,1,3,3,0,0,1,15.344,299.1813,2.8252,-76.1627,-10,
104,1,2,2,64,1,16.9081,317.8384,169.4393,3,1,2,3,1,0,0,169.4393,299.9516,2.2418,130.5123,-10,
104,1,2,2,65,1,139.6308,166.4925,256.6904,1,2,3,1,1,0,0,139.6308,179.6404,1.3334,40.0096,-2.5,
