Subject,Session,Block,Trial,Stim,stimLoc,Target,Estimate,RT,Error,Points
121,1,1,1,348.4074,1,348.4074,129.1228,4.2824,140.7154,-20,
121,1,1,2,169.2918,2,169.2918,164.0436,2.4114,-5.2482,30,
121,1,1,3,257.3371,2,257.3371,263.2538,2.9022,5.9168,30,
121,1,1,4,347.6658,3,347.6658,359.8301,2.1916,12.1642,20,
121,1,1,5,138.9798,1,138.9798,130.3519,1.9716,-8.6278,30,
121,1,1,6,75.9864,3,75.9864,52.9189,2.2616,-23.0675,10,
121,1,1,7,196.4136,3,196.4136,201.0623,2.2816,4.6486,30,
121,1,1,8,47.5237,1,47.5237,36.8968,3.5924,-10.6269,30,
121,1,1,9,319.0072,1,319.0072,326.3874,2.1314,7.3802,30,
121,1,1,10,45.0806,2,45.0806,38.7993,1.6711,-6.2813,30,
121,1,1,11,229.1411,2,229.1411,219.8783,2.7618,-9.2628,30,
121,1,1,12,106.6302,2,106.6302,108.7339,2.0314,2.1037,40,
121,1,1,13,318.5002,1,318.5002,329.8542,2.3321,11.354,30,
121,1,1,14,16.27,2,16.27,1.5624,1.7612,-14.7077,20,
121,1,1,15,105.3522,2,105.3522,38.5518,3.3122,-66.8005,-20,
121,1,1,16,255.2841,1,255.2841,246.9653,3.5824,-8.3188,30,
121,1,1,17,258.885,1,258.885,269.4821,1.6912,10.5971,30,
121,1,1,18,199.494,2,199.494,182.3196,2.3316,-17.1744,20,
121,1,1,19,76.6904,3,76.6904,59.2278,1.7712,-17.4626,20,
121,1,1,20,346.3991,3,346.3991,348.8175,3.032,2.4184,40,
121,1,1,21,345.4278,3,345.4278,341.7437,2.2715,-3.6841,30,
121,1,1,22,17.4112,3,17.4112,6.6544,1.9713,-10.7568,30,
121,1,1,23,319.7899,1,319.7899,319.6023,2.4416,-0.18757,40,
121,1,1,24,138.3384,3,138.3384,148.3911,2.9221,10.0527,30,
121,1,1,25,285.2493,3,285.2493,284.7681,1.6512,-0.48123,40,
121,1,1,26,228.7424,1,228.7424,235.3288,2.7218,6.5864,30,
121,1,1,27,255.601,1,255.601,256.7383,2.1115,1.1373,40,
121,1,1,28,106.3942,3,106.3942,83.0466,2.5317,-23.3476,10,
121,1,1,29,108.3316,2,108.3316,129.6694,1.8818,21.3378,10,
121,1,1,30,78.0386,2,78.0386,81.0835,1.3309,3.0449,30,
121,1,2,31,347.3616,2,347.3616,352.0349,1.8713,4.6733,30,
121,1,2,32,19.8439,2,19.8439,16.173,1.6711,-3.6709,30,
121,1,2,33,199.4482,2,199.4482,204.1539,3.2521,4.7057,30,
121,1,2,34,17.7221,2,17.7221,200.4829,2.1916,-177.2392,-20,
121,1,2,35,165.6614,2,165.6614,162.0725,2.0414,-3.5889,30,
121,1,2,36,135.3468,2,135.3468,137.1365,1.9313,1.7897,40,
121,1,2,37,139.4985,1,139.4985,132.9303,2.1414,-6.5683,30,
121,1,2,38,77.0491,2,77.0491,72.0035,2.4516,-5.0456,30,
121,1,2,39,257.2826,1,257.2826,148.8523,3.2225,-108.4303,-20,
121,1,2,40,288.3558,1,288.3558,267.3811,2.4916,-20.9747,20,
121,1,2,41,259.8507,2,259.8507,271.2684,1.7712,11.4177,30,
121,1,2,42,288.8765,2,288.8765,309.4628,2.3216,20.5863,20,
121,1,2,43,199.9377,3,199.9377,205.398,2.2315,5.4603,30,
121,1,2,44,169.7542,1,169.7542,155.1516,2.8019,-14.6025,20,
121,1,2,45,197.7598,2,197.7598,195.722,1.8212,-2.0378,40,
121,1,2,46,105.005,2,105.005,122.5371,2.1115,17.5321,20,
121,1,2,47,139.1714,3,139.1714,132.6783,2.6518,-6.4931,30,
121,1,2,48,76.4172,1,76.4172,74.9119,2.3016,-1.5053,40,
121,1,2,49,106.7519,3,106.7519,130.4755,3.0821,23.7236,10,
121,1,2,50,77.8463,2,77.8463,83.0573,1.6114,5.211,30,
121,1,2,51,198.7,1,198.7,196.3122,1.7012,-2.3878,40,
121,1,2,52,136.8907,1,136.8907,148.0233,1.7811,11.1326,30,
121,1,2,53,107.3056,3,107.3056,100.0837,2.1915,-7.2219,30,
121,1,2,54,349.0059,3,349.0059,342.9874,1.341,-6.0185,30,
121,1,2,55,229.9878,2,229.9878,225.4055,1.371,-4.5822,30,
121,1,2,56,168.5909,3,168.5909,159.0112,1.6311,-9.5797,30,
121,1,2,57,257.3291,2,257.3291,272.7435,2.0714,15.4144,20,
121,1,2,58,76.4142,2,76.4142,269.3306,2.8719,-167.0836,-20,
121,1,2,59,78.402,3,78.402,67.0503,3.6023,-11.3517,30,
121,1,2,60,168.7949,3,168.7949,159.8079,3.5927,-8.987,30,
121,1,3,61,257.2641,2,257.2641,260.6945,2.6418,3.4304,30,
121,1,3,62,317.1847,2,317.1847,328.7906,2.2315,11.606,30,
121,1,3,63,349.3083,3,349.3083,344.1825,1.9813,-5.1258,30,
121,1,3,64,17.2137,3,17.2137,17.2301,3.2426,0.016359,40,
121,1,3,65,228.6452,1,228.6452,216.7435,2.1314,-11.9017,30,
121,1,3,66,255.1951,1,255.1951,218.2922,1.7812,-36.9029,0,
121,1,3,67,106.504,1,106.504,99.3188,1.381,-7.1852,30,
121,1,3,68,139.0496,3,139.0496,127.1146,1.8412,-11.935,30,
121,1,3,69,197.8757,1,197.8757,218.5299,1.5411,20.6542,20,
121,1,3,70,228.6142,1,228.6142,202.1558,2.7419,-26.4584,10,
121,1,3,71,347.3686,1,347.3686,234.9719,1.8112,-112.3966,-20,
121,1,3,72,47.5505,2,47.5505,25.8455,1.7612,-21.705,10,
121,1,3,73,316.6495,1,316.6495,313.4605,2.0613,-3.189,30,
121,1,3,74,168.3623,3,168.3623,159.6984,2.3115,-8.6638,30,
121,1,3,75,317.5337,3,317.5337,324.2422,1.7612,6.7085,30,
121,1,3,76,226.596,2,226.596,236.7115,2.4616,10.1155,30,
121,1,3,77,108.6605,1,108.6605,92.5127,1.7512,-16.1478,20,
121,1,3,78,139.9343,3,139.9343,140.9576,1.9417,1.0233,40,
121,1,3,79,225.5352,3,225.5352,217.8174,1.2209,-7.7178,30,
121,1,3,80,316.6124,3,316.6124,325.9076,1.1208,9.2952,30,
121,1,3,81,75.3814,3,75.3814,47.1702,3.2722,-28.2112,10,
121,1,3,82,48.1729,1,48.1729,47.2588,2.1914,-0.91413,40,
121,1,3,83,199.3916,2,199.3916,204.2925,2.4917,4.9009,30,
121,1,3,84,16.7359,3,16.7359,29.8081,1.9613,13.0722,20,
121,1,3,85,257.9854,1,257.9854,258.0966,1.7912,0.11116,40,
