Subject,Session,Block,Trial,Stim,stimLoc,Target,Estimate,RT,Error,Points
120,1,1,1,348.4074,1,348.4074,348.6605,2.6516,0.25308,40,
120,1,1,2,169.2918,2,169.2918,155.3263,3.1219,-13.9655,20,
120,1,1,3,257.3371,2,257.3371,230.4855,2.4216,-26.8515,10,
120,1,1,4,347.6658,3,347.6658,327.7681,1.9814,-19.8977,20,
120,1,1,5,138.9798,1,138.9798,132.8331,1.8316,-6.1467,30,
120,1,1,6,75.9864,3,75.9864,74.9704,2.7218,-1.016,40,
120,1,1,7,196.4136,3,196.4136,210.8176,3.3023,14.404,20,
120,1,1,8,47.5237,1,47.5237,46.8671,2.6418,-0.65659,40,
120,1,1,9,319.0072,1,319.0072,312.477,3.3022,-6.5302,30,
120,1,1,10,45.0806,2,45.0806,52.9776,1.7612,7.897,30,
120,1,1,11,229.1411,2,229.1411,225.9529,3.2625,-3.1881,30,
120,1,1,12,106.6302,2,106.6302,102.5387,2.7018,-4.0915,30,
120,1,1,13,318.5002,1,318.5002,290.5836,2.3916,-27.9166,10,
120,1,1,14,16.27,2,16.27,10.8386,2.572,-5.4314,30,
120,1,1,15,105.3522,2,105.3522,105.3129,2.6317,-0.039332,40,
120,1,1,16,255.2841,1,255.2841,236.7645,2.7719,-18.5196,20,
120,1,1,17,258.885,1,258.885,279.5436,2.2816,20.6586,20,
120,1,1,18,199.494,2,199.494,176.3138,3.3822,-23.1802,10,
120,1,1,19,76.6904,3,76.6904,67.2007,2.1815,-9.4897,30,
120,1,1,20,346.3991,3,346.3991,336.4983,3.042,-9.9009,30,
120,1,1,21,345.4278,3,345.4278,329.6487,1.9213,-15.7791,20,
120,1,1,22,17.4112,3,17.4112,45.3018,2.5917,27.8906,10,
120,1,1,23,319.7899,1,319.7899,307.1176,3.2722,-12.6723,20,
120,1,1,24,138.3384,3,138.3384,149.4698,2.4416,11.1314,30,
120,1,1,25,285.2493,3,285.2493,278.5933,1.4011,-6.656,30,
120,1,1,26,228.7424,1,228.7424,216.6393,1.7812,-12.1031,20,
120,1,1,27,255.601,1,255.601,252.9572,2.6117,-2.6438,40,
120,1,1,28,106.3942,3,106.3942,91.0772,2.4316,-15.317,20,
120,1,1,29,108.3316,2,108.3316,96.0811,2.4316,-12.2505,20,
120,1,1,30,78.0386,2,78.0386,78.9483,2.6718,0.90971,40,
120,1,2,31,347.3616,2,347.3616,333.7731,2.2514,-13.5885,20,
120,1,2,32,19.8439,2,19.8439,9.7243,2.1815,-10.1196,30,
120,1,2,33,199.4482,2,199.4482,162.5671,2.5419,-36.8811,0,
120,1,2,34,17.7221,2,17.7221,31.6748,1.9213,13.9527,20,
120,1,2,35,165.6614,2,165.6614,141.7874,2.5317,-23.8741,10,
120,1,2,36,135.3468,2,135.3468,139.4317,2.2214,4.0848,30,
