Subject,Session,Block,Trial,Stim,stimLoc,Target,Estimate,RT,Error,Points
110,1,1,1,348.4074,1,348.4074,344.4787,3.0118,-3.9287,30,
110,1,1,2,169.2918,2,169.2918,164.248,3.272,-5.0438,30,
110,1,1,3,257.3371,2,257.3371,263.4653,5.9339,6.1282,30,
110,1,1,4,347.6658,3,347.6658,335.0559,2.5517,-12.6099,20,
110,1,1,5,138.9798,1,138.9798,130.4022,1.571,-8.5776,30,
110,1,1,6,75.9864,3,75.9864,245.8444,5.0434,169.858,-20,
110,1,1,7,196.4136,3,196.4136,206.4764,3.9126,10.0628,30,
110,1,1,8,47.5237,1,47.5237,51.4892,4.543,3.9656,30,
110,1,1,9,319.0072,1,319.0072,325.8866,5.4137,6.8794,30,
110,1,1,10,45.0806,2,45.0806,53.6178,3.002,8.5372,30,
110,1,1,11,229.1411,2,229.1411,213.377,3.5725,-15.7641,20,
110,1,1,12,106.6302,2,106.6302,131.0162,2.402,24.386,10,
110,1,1,13,318.5002,1,318.5002,340.8745,7.575,22.3743,10,
110,1,1,14,16.27,2,16.27,32.8513,3.1519,16.5813,20,
110,1,1,15,105.3522,2,105.3522,118.4891,3.2821,13.1369,20,
110,1,1,16,255.2841,1,255.2841,264.0379,2.5317,8.7538,30,
110,1,1,17,258.885,1,258.885,265.399,2.8418,6.514,30,
110,1,1,18,199.494,2,199.494,206.0321,4.2328,6.5381,30,
110,1,1,19,76.6904,3,76.6904,62.6723,5.4635,-14.0181,20,
110,1,1,20,346.3991,3,346.3991,348.5308,0.98074,2.1317,40,
110,1,1,21,345.4278,3,345.4278,341.0667,1.8813,-4.3611,30,
110,1,1,22,17.4112,3,17.4112,17.0376,1.5612,-0.37359,40,
110,1,1,23,319.7899,1,319.7899,327.581,2.5521,7.7912,30,
110,1,1,24,138.3384,3,138.3384,144.8492,1.6112,6.5108,30,
110,1,1,25,285.2493,3,285.2493,285.3887,1.9313,0.13939,40,
110,1,1,26,228.7424,1,228.7424,236.4847,1.9212,7.7422,30,
110,1,1,27,255.601,1,255.601,245.9545,2.3616,-9.6465,30,
110,1,1,28,106.3942,3,106.3942,105.7055,2.4216,-0.68872,40,
110,1,1,29,108.3316,2,108.3316,106.8536,1.7412,-1.478,40,
110,1,1,30,78.0386,2,78.0386,75.7358,2.0914,-2.3028,40,
110,1,2,31,347.3616,2,347.3616,354.7616,2.4617,7.4,30,
110,1,2,32,19.8439,2,19.8439,30.9577,1.9713,11.1139,30,
110,1,2,33,199.4482,2,199.4482,206.0307,1.6611,6.5825,30,
110,1,2,34,17.7221,2,17.7221,26.1663,1.9813,8.4443,30,
110,1,2,35,165.6614,2,165.6614,162.1752,2.7319,-3.4862,30,
110,1,2,36,135.3468,2,135.3468,115.3316,1.5416,-20.0152,20,
110,1,2,37,139.4985,1,139.4985,133.6363,2.992,-5.8622,30,
110,1,2,38,77.0491,2,77.0491,76.0446,2.0515,-1.0044,40,
110,1,2,39,257.2826,1,257.2826,262.7012,2.5718,5.4186,30,
110,1,2,40,288.3558,1,288.3558,289.6292,1.8813,1.2733,40,
110,1,2,41,259.8507,2,259.8507,260.9911,2.2116,1.1404,40,
110,1,2,42,288.8765,2,288.8765,284.8659,2.5517,-4.0106,30,
110,1,2,43,199.9377,3,199.9377,208.4826,2.6919,8.5449,30,
110,1,2,44,169.7542,1,169.7542,174.004,1.7011,4.2499,30,
110,1,2,45,197.7598,2,197.7598,200.5354,1.461,2.7756,40,
110,1,2,46,105.005,2,105.005,106.9887,1.5212,1.9837,40,
110,1,2,47,139.1714,3,139.1714,154.8597,2.1615,15.6884,20,
110,1,2,48,76.4172,1,76.4172,79.6493,2.2015,3.2321,30,
