Subject,Session,Block,Trial,Stim,stimLoc,Target,Estimate,RT,Error,Points
101,1,1,1,348.4074,1,348.4074,349.9441,2.3612,1.5367,40,
101,1,1,2,169.2918,2,169.2918,151.0253,1.7409,-18.2665,20,
101,1,1,3,257.3371,2,257.3371,254.7786,2.4719,-2.5584,40,
101,1,1,4,347.6658,3,347.6658,353.4526,1.6715,5.7868,30,
101,1,1,5,138.9798,1,138.9798,138.964,1.8614,-0.015779,40,
101,1,1,6,75.9864,3,75.9864,64.232,1.9616,-11.7544,30,
101,1,1,7,196.4136,3,196.4136,211.3468,1.1408,14.9332,20,
101,1,1,8,47.5237,1,47.5237,52.1574,1.3609,4.6337,30,
101,1,1,9,319.0072,1,319.0072,326.2787,2.3316,7.2715,30,
101,1,1,10,45.0806,2,45.0806,58.104,1.361,13.0234,20,
101,1,1,11,229.1411,2,229.1411,225.3024,1.531,-3.8387,30,
101,1,1,12,106.6302,2,106.6302,105.6528,1.2609,-0.97741,40,
101,1,1,13,318.5002,1,318.5002,316.4148,1.6511,-2.0854,40,
101,1,1,14,16.27,2,16.27,18.5309,1.5611,2.2609,40,
101,1,1,15,105.3522,2,105.3522,110.7211,1.401,5.3688,30,
101,1,1,16,255.2841,1,255.2841,241.6297,1.1008,-13.6544,20,
101,1,1,17,258.885,1,258.885,243.8347,1.2109,-15.0502,20,
101,1,1,18,199.494,2,199.494,199.1396,1.3009,-0.35444,40,
101,1,1,19,76.6904,3,76.6904,62.9836,1.5611,-13.7069,20,
101,1,1,20,346.3991,3,346.3991,346.5194,1.8014,0.12021,40,
101,1,1,21,345.4278,3,345.4278,344.2892,1.6911,-1.1385,40,
101,1,1,22,17.4112,3,17.4112,16.5699,1.2508,-0.84124,40,
101,1,1,23,319.7899,1,319.7899,302.2141,1.411,-17.5757,20,
101,1,1,24,138.3384,3,138.3384,130.9567,1.1408,-7.3817,30,
101,1,1,25,285.2493,3,285.2493,304.1279,1.2809,18.8786,20,
101,1,1,26,228.7424,1,228.7424,225.8975,1.0407,-2.8449,40,
101,1,1,27,255.601,1,255.601,244.781,1.7712,-10.82,30,
101,1,1,28,106.3942,3,106.3942,100.0519,1.451,-6.3423,30,
101,1,1,29,108.3316,2,108.3316,107.3002,1.3507,-1.0314,40,
101,1,1,30,78.0386,2,78.0386,71.3784,2.3515,-6.6603,30,
101,1,2,31,347.3616,2,347.3616,342.7812,1.2909,-4.5804,30,
101,1,2,32,19.8439,2,19.8439,21.5739,1.1507,1.73,40,
101,1,2,33,199.4482,2,199.4482,198.6341,1.1306,-0.81411,40,
101,1,2,34,17.7221,2,17.7221,19.4545,1.481,1.7324,40,
101,1,2,35,165.6614,2,165.6614,150.5515,1.441,-15.11,20,
101,1,2,36,135.3468,2,135.3468,110.0222,1.0807,-25.3246,10,
