Subject,Session,Block,Trial,Stim,stimLoc,Target,Estimate,RT,Error,Points
106,1,1,1,315.845,3,315.845,322.6566,2.1914,6.8117,30,
106,1,1,2,288.9011,3,288.9011,296.5365,1.1108,7.6354,30,
106,1,1,3,16.893,2,16.893,23.9755,2.0113,7.0824,30,
106,1,1,4,259.2215,1,259.2215,248.6425,2.0914,-10.579,30,
106,1,1,5,75.5556,1,75.5556,65.8921,3.1017,-9.6635,30,
106,1,1,6,225.4276,1,225.4276,212.9403,1.9214,-12.4873,20,
106,1,1,7,76.158,2,76.158,76.1311,1.7512,-0.026893,40,
106,1,1,8,196.6768,1,196.6768,189.6208,1.6815,-7.0559,30,
106,1,1,9,105.989,2,105.989,118.8273,2.0114,12.8382,20,
106,1,1,10,19.4326,2,19.4326,20.9462,2.8719,1.5137,40,
106,1,1,11,15.4837,1,15.4837,16.4766,1.5415,0.99297,40,
106,1,1,12,105.4173,1,105.4173,109.9162,1.8115,4.4988,30,
106,1,1,13,167.1583,2,167.1583,165.7626,2.1514,-1.3956,40,
106,1,1,14,16.3456,3,16.3456,12.8731,1.401,-3.4725,30,
106,1,1,15,345.6401,1,345.6401,338.775,3.0722,-6.8651,30,
106,1,1,16,78.2238,1,78.2238,81.9066,1.8512,3.6828,30,
106,1,1,17,136.3264,1,136.3264,149.2306,1.3709,12.9042,20,
106,1,1,18,347.1263,3,347.1263,354.3362,1.6912,7.2099,30,
106,1,1,19,316.598,3,316.598,315.7915,1.1508,-0.80652,40,
106,1,1,20,255.4541,1,255.4541,245.495,2.0814,-9.9591,30,
106,1,1,21,48.3806,2,48.3806,40.3995,1.6911,-7.9811,30,
106,1,1,22,348.0109,1,348.0109,340.8818,2.2917,-7.129,30,
106,1,1,23,78.6088,2,78.6088,73.2019,2.1115,-5.4069,30,
106,1,1,24,45.4556,3,45.4556,32.1616,2.2718,-13.294,20,
106,1,1,25,285.597,3,285.597,285.743,1.361,0.14601,40,
106,1,1,26,317.9112,1,317.9112,313.8792,1.8812,-4.032,30,
106,1,1,27,138.6052,2,138.6052,129.1533,1.9013,-9.452,30,
106,1,1,28,169.6643,2,169.6643,153.4428,1.9114,-16.2215,20,
106,1,1,29,137.6003,3,137.6003,115.7626,1.7912,-21.8376,10,
106,1,1,30,138.4171,3,138.4171,150.3686,1.9713,11.9516,30,
106,1,2,31,76.984,3,76.984,53.3017,2.3816,-23.6823,10,
106,1,2,32,349.3099,1,349.3099,338.9162,2.3716,-10.3937,30,
