Subject,Session,Block,Trial,Stim,stimLoc,Target,Estimate,RT,Error,Points
111,1,1,1,229.1967,2,229.1967,236.4095,1.9009,7.2127,30,
111,1,1,2,257.7512,2,257.7512,265.9984,1.4506,8.2472,30,
111,1,1,3,108.6438,2,108.6438,109.7522,1.131,1.1084,40,
111,1,1,4,256.0788,1,256.0788,248.4176,2.0615,-7.6612,30,
111,1,1,5,17.2139,2,17.2139,7.1676,1.4009,-10.0463,30,
111,1,1,6,199.0291,2,199.0291,191.133,1.9313,-7.8961,30,
111,1,1,7,319.6843,3,319.6843,324.1377,1.1208,4.4534,30,
111,1,1,8,105.065,2,105.065,110.2772,1.9614,5.2122,30,
111,1,1,9,77.0944,3,77.0944,66.9691,1.371,-10.1253,30,
111,1,1,10,167.4934,1,167.4934,158.2197,1.4009,-9.2736,30,
111,1,1,11,46.9491,3,46.9491,41.8016,0.89063,-5.1475,30,
111,1,1,12,287.2531,3,287.2531,281.8373,0.93064,-5.4157,30,
111,1,1,13,106.6544,1,106.6544,113.5718,0.73051,6.9175,30,
111,1,1,14,347.0551,2,347.0551,348.9021,1.251,1.847,40,
111,1,1,15,255.1848,1,255.1848,179.1239,1.3509,-76.0609,-20,
111,1,1,16,348.2502,1,348.2502,331.8572,0.74075,-16.393,20,
111,1,1,17,137.0274,2,137.0274,127.5454,1.1308,-9.482,30,
111,1,1,18,165.2618,2,165.2618,154.1131,0.93105,-11.1488,30,
111,1,1,19,258.7676,2,258.7676,253.1726,1.591,-5.595,30,
111,1,1,20,226.2377,2,226.2377,59.6992,1.2419,-166.5386,-20,
111,1,1,21,287.8929,1,287.8929,289.9089,1.451,2.016,40,
111,1,1,22,79.3629,1,79.3629,78.6595,1.0107,-0.70339,40,
111,1,1,23,136.391,3,136.391,134.3622,2.3417,-2.0288,40,
111,1,1,24,315.1863,3,315.1863,309.2912,1.1608,-5.8952,30,
111,1,1,25,166.0708,1,166.0708,154.5301,0.81052,-11.5407,30,
111,1,1,26,18.1258,2,18.1258,27.3821,1.1808,9.2563,30,
