Subject,Session,Block,Trial,Stim,stimLoc,Target,Estimate,RT,Error,Points
102,1,1,1,348.4074,1,348.4074,350.5898,1.8409,2.1824,40,
102,1,1,2,169.2918,2,169.2918,160.1556,1.4808,-9.1362,30,
102,1,1,3,257.3371,2,257.3371,258.7883,1.8513,1.4512,40,
102,1,1,4,347.6658,3,347.6658,350.8128,1.6613,3.1469,30,
102,1,1,5,138.9798,1,138.9798,132.4455,1.001,-6.5343,30,
102,1,1,6,75.9864,3,75.9864,74.5864,2.402,-1.3999,40,
102,1,1,7,196.4136,3,196.4136,222.1812,1.7813,25.7676,10,
102,1,1,8,47.5237,1,47.5237,60.746,1.3609,13.2223,20,
102,1,1,9,319.0072,1,319.0072,312.0437,2.8318,-6.9635,30,
102,1,1,10,45.0806,2,45.0806,46.4101,1.411,1.3295,40,
102,1,1,11,229.1411,2,229.1411,228.0603,3.2821,-1.0807,40,
102,1,1,12,106.6302,2,106.6302,94.7795,1.5611,-11.8507,30,
102,1,1,13,318.5002,1,318.5002,304.5553,2.0013,-13.945,20,
102,1,1,14,16.27,2,16.27,34.534,1.8316,18.264,20,
102,1,1,15,105.3522,2,105.3522,108.6357,1.6011,3.2834,30,
102,1,1,16,255.2841,1,255.2841,246.6254,1.5611,-8.6586,30,
102,1,1,17,258.885,1,258.885,257.8614,2.2515,-1.0236,40,
102,1,1,18,199.494,2,199.494,197.7386,3.002,-1.7553,40,
102,1,1,19,76.6904,3,76.6904,61.9296,2.1915,-14.7608,20,
102,1,1,20,346.3991,3,346.3991,343.5282,1.1808,-2.8709,40,
102,1,1,21,345.4278,3,345.4278,350.574,1.5912,5.1463,30,
102,1,1,22,17.4112,3,17.4112,19.1567,1.5211,1.7456,40,
102,1,1,23,319.7899,1,319.7899,307.6262,2.0614,-12.1636,20,
102,1,1,24,138.3384,3,138.3384,127.1454,2.5818,-11.193,30,
102,1,1,25,285.2493,3,285.2493,299.7373,1.4009,14.4881,20,
102,1,1,26,228.7424,1,228.7424,233.671,2.3215,4.9286,30,
102,1,1,27,255.601,1,255.601,245.1439,3.3622,-10.4571,30,
102,1,1,28,106.3942,3,106.3942,109.7617,2.9419,3.3675,30,
102,1,1,29,108.3316,2,108.3316,118.1406,2.0814,9.8089,30,
102,1,1,30,78.0386,2,78.0386,72.9652,1.3612,-5.0734,30,
102,1,2,31,347.3616,2,347.3616,351.199,1.411,3.8374,30,
102,1,2,32,19.8439,2,19.8439,23.9811,1.3309,4.1372,30,
102,1,2,33,199.4482,2,199.4482,200.8158,1.6115,1.3676,40,
102,1,2,34,17.7221,2,17.7221,28.5582,2.2915,10.8361,30,
102,1,2,35,165.6614,2,165.6614,152.84,2.0113,-12.8214,20,
102,1,2,36,135.3468,2,135.3468,136.2967,2.1215,0.94985,40,
102,1,2,37,139.4985,1,139.4985,131.6239,1.8513,-7.8747,30,
102,1,2,38,77.0491,2,77.0491,80.3131,2.1115,3.264,30,
102,1,2,39,257.2826,1,257.2826,249.5706,2.0814,-7.712,30,
102,1,2,40,288.3558,1,288.3558,305.6403,2.6918,17.2845,20,
102,1,2,41,259.8507,2,259.8507,258.0351,1.9113,-1.8156,40,
102,1,2,42,288.8765,2,288.8765,291.9286,2.3416,3.0521,30,
102,1,2,43,199.9377,3,199.9377,213.9851,2.6518,14.0474,20,
102,1,2,44,169.7542,1,169.7542,150.4919,1.9013,-19.2623,20,
102,1,2,45,197.7598,2,197.7598,174.812,2.4618,-22.9478,10,
102,1,2,46,105.005,2,105.005,94.5681,1.7012,-10.4369,30,
102,1,2,47,139.1714,3,139.1714,129.2365,2.1715,-9.9349,30,
102,1,2,48,76.4172,1,76.4172,76.9606,2.0312,0.54339,40,
102,1,2,49,106.7519,3,106.7519,117.2734,2.5917,10.5214,30,
102,1,2,50,77.8463,2,77.8463,81.0172,1.4309,3.1708,30,
102,1,2,51,198.7,1,198.7,204.6747,1.9911,5.9747,30,
102,1,2,52,136.8907,1,136.8907,114.9836,2.5618,-21.9071,10,
102,1,2,53,107.3056,3,107.3056,104.3628,2.4716,-2.9428,40,
102,1,2,54,349.0059,3,349.0059,355.124,3.6123,6.1182,30,
102,1,2,55,229.9878,2,229.9878,229.7446,4.0327,-0.24319,40,
102,1,2,56,168.5909,3,168.5909,172.7503,3.3122,4.1594,30,
102,1,2,57,257.3291,2,257.3291,261.0875,3.8726,3.7584,30,
102,1,2,58,76.4142,2,76.4142,73.3125,3.4823,-3.1017,30,
102,1,2,59,78.402,3,78.402,77.9286,7.5549,-0.47338,40,
102,1,2,60,168.7949,3,168.7949,177.9115,4.543,9.1166,30,
102,1,3,61,257.2641,2,257.2641,256.5447,3.6724,-0.71941,40,
102,1,3,62,317.1847,2,317.1847,331.7112,2.5521,14.5265,20,
102,1,3,63,349.3083,3,349.3083,346.9951,3.3823,-2.3132,40,
102,1,3,64,17.2137,3,17.2137,21.5196,3.7124,4.3059,30,
102,1,3,65,228.6452,1,228.6452,221.2891,2.2315,-7.3561,30,
102,1,3,66,255.1951,1,255.1951,246.4365,3.9527,-8.7586,30,
102,1,3,67,106.504,1,106.504,115.9724,2.4416,9.4684,30,
102,1,3,68,139.0496,3,139.0496,141.6723,6.2942,2.6227,40,
102,1,3,69,197.8757,1,197.8757,206.9674,2.8019,9.0917,30,
102,1,3,70,228.6142,1,228.6142,224.7562,1.6611,-3.858,30,
102,1,3,71,347.3686,1,347.3686,342.1734,2.872,-5.1952,30,
102,1,3,72,47.5505,2,47.5505,51.4043,3.2822,3.8538,30,
102,1,3,73,316.6495,1,316.6495,304.1402,6.5843,-12.5094,20,
102,1,3,74,168.3623,3,168.3623,170.2124,2.4316,1.8501,40,
102,1,3,75,317.5337,3,317.5337,308.182,1.6911,-9.3518,30,
102,1,3,76,226.596,2,226.596,211.6314,1.6811,-14.9646,20,
102,1,3,77,108.6605,1,108.6605,119.073,1.381,10.4125,30,
102,1,3,78,139.9343,3,139.9343,133.8464,3.9027,-6.0878,30,
102,1,3,79,225.5352,3,225.5352,222.6922,4.4528,-2.843,40,
102,1,3,80,316.6124,3,316.6124,318.1121,1.7418,1.4997,40,
102,1,3,81,75.3814,3,75.3814,57.7033,5.2037,-17.678,20,
102,1,3,82,48.1729,1,48.1729,63.7638,2.1915,15.5909,20,
102,1,3,83,199.3916,2,199.3916,205.4198,3.2222,6.0282,30,
102,1,3,84,16.7359,3,16.7359,20.8303,3.6324,4.0944,30,
102,1,3,85,257.9854,1,257.9854,234.3679,2.2114,-23.6175,10,
102,1,3,86,198.7463,1,198.7463,206.9685,2.9019,8.2223,30,
102,1,3,87,108.3886,3,108.3886,72.5437,7.1046,-35.8449,0,
102,1,3,88,105.667,1,105.667,109.0536,4.2227,3.3866,30,
102,1,3,89,168.5429,2,168.5429,142.9358,2.7719,-25.6072,10,
102,1,3,90,288.6787,1,288.6787,287.914,1.9713,-0.76464,40,
102,1,4,91,137.7,3,137.7,129.7782,2.4016,-7.9217,30,
102,1,4,92,317.4499,3,317.4499,309.7788,2.1214,-7.6711,30,
102,1,4,93,106.8876,1,106.8876,106.9112,1.6411,0.023633,40,
102,1,4,94,169.598,3,169.598,171.2813,3.032,1.6833,40,
102,1,4,95,349.0469,2,349.0469,349.1124,3.2825,0.065496,40,
102,1,4,96,199.0531,3,199.0531,214.1243,2.9421,15.0712,20,
102,1,4,97,197.5342,2,197.5342,185.3388,2.942,-12.1954,20,
102,1,4,98,347.5228,1,347.5228,343.0865,1.5912,-4.4362,30,
102,1,4,99,169.905,3,169.905,182.5071,3.5323,12.6021,20,
102,1,4,100,48.3558,3,48.3558,40.2009,2.2115,-8.1549,30,
102,1,4,101,75.3655,2,75.3655,73.5058,3.2722,-1.8597,40,
102,1,4,102,258.0127,2,258.0127,275.1721,3.8925,17.1594,20,
102,1,4,103,139.457,1,139.457,142.8259,1.7012,3.3689,30,
102,1,4,104,225.2008,3,225.2008,235.118,3.4226,9.9172,30,
102,1,4,105,349.3786,3,349.3786,343.4953,4.3328,-5.8833,30,
102,1,4,106,108.5066,2,108.5066,113.7208,3.4122,5.2141,30,
102,1,4,107,289.5231,1,289.5231,284.8836,2.782,-4.6394,30,
102,1,4,108,195.6068,1,195.6068,209.781,2.8218,14.1743,20,
102,1,4,109,256.7315,1,256.7315,248.7637,2.3015,-7.9679,30,
102,1,4,110,49.3067,3,49.3067,47.0665,2.1914,-2.2402,40,
102,1,4,111,288.7589,2,288.7589,300.8935,3.062,12.1346,20,
102,1,4,112,105.8264,3,105.8264,111.0371,2.6718,5.2107,30,
102,1,4,113,138.2028,2,138.2028,135.3556,2.7222,-2.8472,40,
102,1,4,114,166.1109,3,166.1109,169.4624,2.6517,3.3514,30,
102,1,4,115,46.4575,3,46.4575,47.8249,2.3416,1.3674,40,
102,1,4,116,49.4181,2,49.4181,45.5321,0.8806,-3.8859,30,
102,1,4,117,78.515,2,78.515,66.6707,1.4009,-11.8443,30,
102,1,4,118,288.0077,3,288.0077,285.4425,1.2509,-2.5653,40,
102,1,4,119,105.8051,2,105.8051,111.337,3.3322,5.5319,30,
102,1,4,120,139.5153,1,139.5153,146.4427,2.912,6.9273,30,
102,1,5,121,138.8417,1,138.8417,146.415,1.5811,7.5734,30,
102,1,5,122,288.7565,1,288.7565,288.2104,1.5211,-0.54617,40,
102,1,5,123,17.8665,2,17.8665,21.1279,2.3316,3.2613,30,
102,1,5,124,78.1699,2,78.1699,74.4673,1.501,-3.7026,30,
102,1,5,125,199.3117,3,199.3117,211.5414,2.0714,12.2297,20,
102,1,5,126,259.9852,3,259.9852,262.4492,1.5911,2.464,40,
