Subject,Session,Block,Trial,Stim,stimLoc,Target,Estimate,RT,Error,Points
122,1,1,1,348.4074,1,348.4074,335.9593,2.9216,-12.4481,20,
122,1,1,2,169.2918,2,169.2918,154.7145,3.5821,-14.5772,20,
122,1,1,3,257.3371,2,257.3371,245.9697,2.542,-11.3673,30,
122,1,1,4,347.6658,3,347.6658,356.8422,3.3424,9.1764,30,
122,1,1,5,138.9798,1,138.9798,118.2727,5.8038,-20.7071,20,
122,1,1,6,75.9864,3,75.9864,57.9975,3.072,-17.9889,20,
122,1,1,7,196.4136,3,196.4136,227.4082,2.6718,30.9945,0,
122,1,1,8,47.5237,1,47.5237,57.0458,2.7519,9.5221,30,
122,1,1,9,319.0072,1,319.0072,319.4452,1.9316,0.43801,40,
122,1,1,10,45.0806,2,45.0806,43.7273,1.6812,-1.3533,40,
122,1,1,11,229.1411,2,229.1411,234.66,1.571,5.519,30,
122,1,1,12,106.6302,2,106.6302,113.651,1.9719,7.0208,30,
122,1,1,13,318.5002,1,318.5002,311.5803,2.3516,-6.9199,30,
122,1,1,14,16.27,2,16.27,84.8556,3.7224,68.5855,-20,
122,1,1,15,105.3522,2,105.3522,113.3277,1.5611,7.9754,30,
122,1,1,16,255.2841,1,255.2841,279.5187,2.2815,24.2346,10,
122,1,1,17,258.885,1,258.885,262.9341,2.5617,4.0491,30,
122,1,1,18,199.494,2,199.494,193.4279,2.1915,-6.0661,30,
122,1,1,19,76.6904,3,76.6904,56.839,2.0914,-19.8514,20,
122,1,1,20,346.3991,3,346.3991,342.3193,2.0413,-4.0799,30,
122,1,1,21,345.4278,3,345.4278,356.6116,1.8613,11.1838,30,
122,1,1,22,17.4112,3,17.4112,29.4491,2.3116,12.0379,20,
122,1,1,23,319.7899,1,319.7899,286.4681,2.4116,-33.3218,0,
122,1,1,24,138.3384,3,138.3384,127.445,2.0914,-10.8934,30,
122,1,1,25,285.2493,3,285.2493,300.7276,1.481,15.4783,20,
122,1,1,26,228.7424,1,228.7424,233.3433,1.1808,4.6009,30,
122,1,1,27,255.601,1,255.601,259.1717,1.0507,3.5707,30,
122,1,1,28,106.3942,3,106.3942,112.1433,2.2916,5.7491,30,
122,1,1,29,108.3316,2,108.3316,117.8258,1.8613,9.4942,30,
122,1,1,30,78.0386,2,78.0386,63.2004,2.3416,-14.8383,20,
122,1,2,31,347.3616,2,347.3616,338.693,1.511,-8.6686,30,
122,1,2,32,19.8439,2,19.8439,27.7023,1.5711,7.8585,30,
122,1,2,33,199.4482,2,199.4482,212.3668,1.441,12.9186,20,
122,1,2,34,17.7221,2,17.7221,22.3909,1.391,4.6688,30,
122,1,2,35,165.6614,2,165.6614,136.5223,1.4711,-29.1391,10,
122,1,2,36,135.3468,2,135.3468,119.1105,1.5311,-16.2363,20,
122,1,2,37,139.4985,1,139.4985,124.1822,1.0607,-15.3163,20,
122,1,2,38,77.0491,2,77.0491,71.8615,1.441,-5.1876,30,
122,1,2,39,257.2826,1,257.2826,250.5397,1.431,-6.7429,30,
122,1,2,40,288.3558,1,288.3558,300.0801,1.8213,11.7242,30,
122,1,2,41,259.8507,2,259.8507,259.6539,1.251,-0.19681,40,
122,1,2,42,288.8765,2,288.8765,280.3023,3.7124,-8.5743,30,
122,1,2,43,199.9377,3,199.9377,306.5119,3.5523,106.5742,-20,
122,1,2,44,169.7542,1,169.7542,136.1006,1.581,-33.6536,0,
