Subject,Session,Block,Trial,Stim,stimLoc,Target,Estimate,RT,Error,Points
108,1,1,1,75.5556,3,75.5556,62.3567,1.9413,-13.1989,20,
108,1,1,2,225.4276,3,225.4276,210.1193,1.5713,-15.3083,20,
108,1,1,3,76.158,2,76.158,74.9059,1.9914,-1.2521,40,
108,1,1,4,196.6768,1,196.6768,225.2461,1.121,28.5693,10,
108,1,1,5,105.989,1,105.989,91.1781,1.3704,-14.811,20,
108,1,1,6,19.4326,1,19.4326,34.9343,1.9517,15.5017,20,
108,1,1,7,15.4837,2,15.4837,5.4416,1.3007,-10.042,30,
108,1,1,8,105.4173,1,105.4173,73.3502,1.4512,-32.0671,0,
108,1,1,9,167.1583,2,167.1583,170.4685,1.431,3.3102,30,
108,1,1,10,16.3456,2,16.3456,10.4848,1.4109,-5.8608,30,
108,1,1,11,345.6401,1,345.6401,347.0607,1.3911,1.4206,40,
108,1,1,12,78.2238,1,78.2238,79.1809,1.141,0.95708,40,
108,1,1,13,136.3264,2,136.3264,164.8503,1.421,28.5239,10,
108,1,1,14,347.1263,3,347.1263,353.4526,1.1809,6.3263,30,
108,1,1,15,316.598,1,316.598,344.4772,2.2114,27.8792,10,
108,1,1,16,255.4541,1,255.4541,265.1555,1.6212,9.7014,30,
108,1,1,17,48.3806,1,48.3806,68.9844,1.2208,20.6038,20,
108,1,1,18,348.0109,3,348.0109,16.4276,1.0708,28.4168,10,
108,1,1,19,78.6088,3,78.6088,70.3365,1.3911,-8.2723,30,
108,1,1,20,45.4556,1,45.4556,79.3804,1.1007,33.9248,0,
108,1,1,21,285.597,2,285.597,305.4309,2.0114,19.8339,20,
108,1,1,22,317.9112,1,317.9112,299.0294,1.5411,-18.8818,20,
108,1,1,23,138.6052,2,138.6052,142.908,1.5411,4.3028,30,
108,1,1,24,169.6643,3,169.6643,158.6159,1.6211,-11.0483,30,
108,1,1,25,137.6003,3,137.6003,152.1762,1.1408,14.576,20,
108,1,1,26,138.4171,1,138.4171,110.1423,1.2809,-28.2748,10,
108,1,1,27,76.984,2,76.984,98.1719,1.4911,21.188,10,
108,1,1,28,349.3099,2,349.3099,4.9907,1.4611,15.6808,20,
108,1,1,29,135.4498,3,135.4498,144.3085,1.4809,8.8588,30,
108,1,1,30,227.914,3,227.914,205.6276,1.5511,-22.2864,10,
108,1,2,31,109.5043,3,109.5043,126.4166,1.6912,16.9123,20,
108,1,2,32,198.8451,1,198.8451,235.6806,1.6815,36.8354,0,
