Subject,Session,Block,Trial,Stim,stimLoc,Target,Estimate,RT,Error,Points
117,1,2,60,258.4234,1,258.4234,243.7979,1.5311,-14.6256,20,
117,1,3,61,286.5248,1,286.5248,280.2898,1.2909,-6.235,30,
117,1,3,62,77.2903,2,77.2903,70.1598,1.6111,-7.1306,30,
117,1,3,63,197.6278,2,197.6278,202.8663,1.5811,5.2385,30,
117,1,3,64,45.9023,3,45.9023,27.7697,1.1809,-18.1326,20,
117,1,3,65,108.5802,2,108.5802,126.9397,1.1408,18.3595,20,
117,1,3,66,168.5983,3,168.5983,171.8463,1.2809,3.2479,30,
117,1,3,67,75.2747,3,75.2747,69.2814,1.9313,-5.9933,30,
117,1,3,68,136.885,1,136.885,127.7394,1.8213,-9.1456,30,
117,1,3,69,315.794,2,315.794,319.5741,1.3009,3.7801,30,
117,1,3,70,198.5715,1,198.5715,203.218,3.3222,4.6464,30,
117,1,3,71,288.6678,1,288.6678,300.8664,3.0921,12.1985,20,
117,1,3,72,47.708,2,47.708,54.3842,2.0013,6.6761,30,
117,1,3,73,196.0392,1,196.0392,204.2123,1.5611,8.1731,30,
117,1,3,74,166.3945,1,166.3945,150.179,1.3509,-16.2156,20,
117,1,3,75,229.0542,2,229.0542,228.7036,2.1716,-0.35054,40,
117,1,3,76,288.7464,2,288.7464,300.6582,1.8217,11.9118,30,
117,1,3,77,79.1238,1,79.1238,79.62,2.1215,0.49619,40,
117,1,3,78,45.8638,1,45.8638,59.4627,3.0122,13.5989,20,
117,1,3,79,285.1449,2,285.1449,296.7152,1.291,11.5703,30,
117,1,3,80,16.2756,1,16.2756,17.9854,2.8219,1.7098,40,
117,1,3,81,169.4306,3,169.4306,173.0819,1.5114,3.6513,30,
117,1,3,82,346.1451,3,346.1451,346.097,2.1215,-0.048149,40,
117,1,3,83,197.8284,2,197.8284,198.0833,2.2816,0.25489,40,
117,1,3,84,18.5364,1,18.5364,28.2052,2.3616,9.6688,30,
117,1,3,85,49.5271,1,49.5271,84.4591,2.1115,34.9321,0,
117,1,3,86,46.579,2,46.579,46.8493,1.5314,0.27024,40,
117,1,3,87,225.3371,3,225.3371,216.5219,2.4317,-8.8152,30,
117,1,3,88,199.58,1,199.58,199.5731,2.0514,-0.006893,40,
117,1,3,89,45.345,2,45.345,52.7165,1.1508,7.3715,30,
117,1,3,90,317.6891,2,317.6891,316.8329,1.0908,-0.85619,40,
117,1,4,91,228.4106,3,228.4106,225.1374,1.2709,-3.2732,30,
117,1,4,92,347.2231,2,347.2231,344.7745,1.281,-2.4486,40,
117,1,4,93,166.4907,2,166.4907,153.6578,1.2208,-12.8329,20,
117,1,4,94,285.186,3,285.186,279.5728,1.521,-5.6132,30,
117,1,4,95,16.9827,3,16.9827,21.0311,1.8513,4.0484,30,
117,1,4,96,139.4131,3,139.4131,144.623,2.0815,5.2098,30,
117,1,4,97,229.5676,2,229.5676,232.543,1.2005,2.9754,40,
117,1,4,98,137.836,2,137.836,140.9561,1.2909,3.1201,30,
117,1,4,99,286.8692,1,286.8692,288.049,2.1215,1.1798,40,
117,1,4,100,286.4066,3,286.4066,288.0224,1.5911,1.6159,40,
117,1,4,101,259.401,2,259.401,237.2238,2.7418,-22.1772,10,
117,1,4,102,105.807,2,105.807,114.8627,1.7413,9.0557,30,
117,1,4,103,167.9642,2,167.9642,161.3126,1.9113,-6.6517,30,
117,1,4,104,15.1528,2,15.1528,21.9894,2.1717,6.8367,30,
117,1,4,105,106.9981,2,106.9981,112.3006,2.2615,5.3025,30,
117,1,4,106,316.4435,2,316.4435,323.131,2.0815,6.6875,30,
117,1,4,107,76.6564,1,76.6564,67.1699,1.8512,-9.4864,30,
117,1,4,108,256.4603,2,256.4603,266.0594,1.6911,9.5991,30,
117,1,4,109,225.4822,2,225.4822,224.3806,1.8413,-1.1016,40,
117,1,4,110,348.5075,2,348.5075,349.597,1.9216,1.0896,40,
117,1,4,111,315.7111,3,315.7111,325.3209,1.4311,9.6098,30,
117,1,4,112,226.1753,1,226.1753,246.0702,2.1716,19.8949,20,
117,1,4,113,255.3424,2,255.3424,269.3911,1.6712,14.0487,20,
117,1,4,114,77.7852,3,77.7852,76.9234,1.7113,-0.86186,40,
117,1,4,115,168.8991,3,168.8991,169.4412,1.381,0.54207,40,
117,1,4,116,347.6395,1,347.6395,331.3384,1.2109,-16.3011,20,
117,1,4,117,138.622,1,138.622,128.0324,2.1915,-10.5896,30,
117,1,4,118,227.5784,1,227.5784,238.5115,1.2308,10.9332,30,
117,1,4,119,288.0858,3,288.0858,288.8974,1.1508,0.81163,40,
117,1,4,120,106.1613,3,106.1613,106.4693,1.9814,0.30799,40,
117,1,5,121,349.973,2,349.973,354.9979,1.401,5.0249,30,
117,1,5,122,138.9043,1,138.9043,133.28,2.0714,-5.6244,30,
117,1,5,123,195.1988,3,195.1988,208.7438,1.5811,13.545,20,
117,1,5,124,285.2901,3,285.2901,298.7057,1.0807,13.4156,20,
117,1,5,125,135.3742,1,135.3742,135.831,1.7312,0.45678,40,
117,1,5,126,17.2564,1,17.2564,22.365,1.8212,5.1086,30,
117,1,5,127,77.1176,1,77.1176,73.0591,1.441,-4.0585,30,
117,1,5,128,285.4939,3,285.4939,294.4827,1.9514,8.9888,30,
117,1,5,129,46.3141,2,46.3141,54.447,2.0814,8.1328,30,
117,1,5,130,349.0647,2,349.0647,340.6182,1.6311,-8.4465,30,
117,1,5,131,196.078,1,196.078,202.0501,1.4008,5.9721,30,
117,1,5,132,76.6349,2,76.6349,85.2789,1.421,8.644,30,
117,1,5,133,286.4291,2,286.4291,300.1899,1.2109,13.7609,20,
117,1,5,134,225.0396,3,225.0396,241.2217,1.5011,16.1822,20,
117,1,5,135,106.7246,3,106.7246,108.9441,1.4311,2.2195,40,
117,1,5,136,75.5847,3,75.5847,62.5018,2.2119,-13.0829,20,
117,1,5,137,49.4657,1,49.4657,48.6338,1.5811,-0.83189,40,
117,1,5,138,168.3636,3,168.3636,165.3288,2.2815,-3.0348,30,
117,1,5,139,49.0217,3,49.0217,29.0069,2.1315,-20.0148,20,
117,1,5,140,228.367,3,228.367,234.6066,1.5411,6.2397,30,
117,1,5,141,227.6908,2,227.6908,225.9381,1.8213,-1.7527,40,
117,1,5,142,317.2675,2,317.2675,316.6234,1.521,-0.64413,40,
117,1,5,143,285.4053,1,285.4053,287.4389,1.2208,2.0336,40,
117,1,5,144,167.0133,3,167.0133,167.4053,2.0615,0.39204,40,
117,1,5,145,79.4401,3,79.4401,69.4834,2.1115,-9.9567,30,
117,1,5,146,258.3578,3,258.3578,259.8229,1.7512,1.465,40,
117,1,5,147,75.5649,1,75.5649,78.7727,2.2416,3.2077,30,
117,1,5,148,46.2681,2,46.2681,58.0094,0.85063,11.7413,30,
117,1,5,149,286.4309,2,286.4309,305.9019,1.6016,19.471,20,
117,1,5,150,316.1507,1,316.1507,312.8853,1.2209,-3.2654,30,
