Subject,Session,Block,Condition,Trial,whetherCued,midStim,leftStim,rightStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
107,1,1,1,1,1,347.6621,78.5825,225.8965,3,1,2,3,1,0,0,225.8965,253.6229,1.2808,27.7264,10,
107,1,1,2,2,1,169.6783,319.0936,48.6413,3,1,2,1,0,1,0,169.6783,NaN,100000,999,0,
107,1,1,2,3,1,108.812,17.8803,78.7383,1,3,2,1,1,0,0,108.812,90.3801,1.9316,-18.4319,20,
107,1,1,1,4,1,347.6614,136.397,49.7312,3,1,2,1,0,1,0,347.6614,25.7489,2.2414,38.0875,0,
107,1,1,2,5,1,78.6346,196.8692,47.9079,1,3,2,1,1,0,0,78.6346,292.8092,4.6226,-145.8254,-20,
107,1,1,2,6,1,45.7597,16.9855,196.8736,3,1,2,3,1,0,0,196.8736,199.7808,1.7414,2.9072,40,
107,1,1,1,7,1,138.2116,316.1063,79.1853,2,1,3,1,0,1,0,138.2116,50.934,2.9723,-87.2776,-20,
107,1,1,2,8,1,319.2929,289.5553,168.4982,1,3,2,1,1,0,0,319.2929,142.6647,0.82009,-176.6281,-20,
107,1,1,1,9,1,287.6468,199.1499,49.2938,2,3,1,2,1,0,0,199.1499,156.0255,1.6312,-43.1244,-5,
107,1,1,1,10,1,169.2518,139.5582,198.1964,1,2,3,1,1,0,0,169.2518,181.0399,1.431,11.7881,30,
107,1,1,2,11,1,169.1329,48.3844,286.038,1,3,2,1,1,0,0,169.1329,171.186,0.88057,2.0532,40,
107,1,1,1,12,1,287.2569,316.9132,48.9482,1,2,3,1,1,0,0,287.2569,251.0296,1.1708,-36.2273,0,
107,1,1,1,13,1,228.7938,349.9761,315.9329,1,2,3,2,0,1,0,349.9761,17.633,2.2817,27.6569,10,
107,1,1,1,14,1,285.9688,47.1618,258.7458,1,3,2,1,1,0,0,285.9688,290.7054,2.4816,4.7366,30,
107,1,1,2,15,1,19.6749,137.3974,346.159,1,3,2,1,1,0,0,19.6749,346.2325,2.2215,-33.4424,0,
107,1,1,1,16,1,287.6548,259.506,317.7028,3,1,2,3,1,0,0,317.7028,337.1515,1.7917,19.4488,20,
107,1,1,1,17,1,105.9911,165.9754,316.6342,3,2,1,3,1,0,0,316.6342,335.1167,1.1008,18.4825,20,
107,1,1,1,18,1,109.0699,259.4922,77.1462,2,3,1,2,1,0,0,259.4922,105.3852,1.1108,-154.107,-20,
107,1,1,2,19,1,315.4649,347.3174,285.0467,3,1,2,2,0,0,1,347.3174,330.1174,1.8712,-17.2001,20,
107,1,1,2,20,1,77.1828,225.2461,105.2482,3,2,1,3,1,0,0,105.2482,85.1059,1.1309,-20.1422,20,
107,1,1,1,21,1,17.3062,228.1966,259.5867,3,2,1,2,0,1,0,228.1966,238.6715,1.9313,10.4749,30,
107,1,1,2,22,1,19.9049,195.6352,286.1612,3,2,1,3,1,0,0,286.1612,280.2814,1.6512,-5.8798,30,
107,1,1,1,23,1,19.2845,75.217,318.4581,2,3,1,2,1,0,0,75.217,49.9551,1.0709,-25.2619,10,
107,1,1,2,24,1,79.095,348.1246,228.6928,1,2,3,2,0,1,0,348.1246,NaN,100000,999,0,
107,1,1,1,25,1,49.4771,227.9126,257.9137,3,1,2,2,0,0,1,227.9126,241.0064,1.501,13.0938,20,
107,1,1,2,26,1,47.0319,136.931,228.049,2,3,1,2,1,0,0,136.931,141.9973,1.331,5.0663,30,
107,1,1,1,27,1,77.6151,16.6265,49.1592,3,2,1,3,1,0,0,49.1592,29.7058,1.9618,-19.4534,20,
107,1,1,2,28,1,137.6428,345.2572,78.7844,2,1,3,2,1,0,0,345.2572,349.9613,1.1708,4.7041,30,
