Subject,Session,Block,Condition,Trial,whetherCued,midStim,leftStim,rightStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
122,1,1,1,1,1,347.6621,78.5825,225.8965,3,1,2,3,1,0,0,225.8965,241.8613,2.0113,15.9648,20,
122,1,1,2,2,1,169.6783,319.0936,48.6413,3,1,2,1,0,1,0,169.6783,NaN,100000,999,0,
122,1,1,2,3,1,108.812,17.8803,78.7383,1,3,2,1,1,0,0,108.812,129.2103,2.0115,20.3982,20,
122,1,1,1,4,1,347.6614,136.397,49.7312,3,1,2,1,0,1,0,347.6614,357.7814,2.9019,10.12,30,
122,1,1,2,5,1,78.6346,196.8692,47.9079,1,3,2,1,1,0,0,78.6346,78.3823,2.0206,-0.25223,40,
122,1,1,2,6,1,45.7597,16.9855,196.8736,3,1,2,3,1,0,0,196.8736,198.9102,2.1017,2.0366,40,
122,1,1,1,7,1,138.2116,316.1063,79.1853,2,1,3,1,0,1,0,138.2116,164.5847,1.4612,26.3731,10,
122,1,1,2,8,1,319.2929,289.5553,168.4982,1,3,2,1,1,0,0,319.2929,328.7173,2.6516,9.4245,30,
122,1,1,1,9,1,287.6468,199.1499,49.2938,2,3,1,2,1,0,0,199.1499,194.1351,4.0928,-5.0148,30,
122,1,1,1,10,1,169.2518,139.5582,198.1964,1,2,3,1,1,0,0,169.2518,169.5081,2.8819,0.25629,40,
122,1,1,2,11,1,169.1329,48.3844,286.038,1,3,2,1,1,0,0,169.1329,168.7019,2.3115,-0.43101,40,
122,1,1,1,12,1,287.2569,316.9132,48.9482,1,2,3,1,1,0,0,287.2569,287.7547,1.8212,0.49778,40,
122,1,1,1,13,1,228.7938,349.9761,315.9329,1,2,3,2,0,1,0,349.9761,20.9211,2.0213,30.9451,0,
122,1,1,1,14,1,285.9688,47.1618,258.7458,1,3,2,1,1,0,0,285.9688,294.5766,2.5021,8.6077,30,
122,1,1,2,15,1,19.6749,137.3974,346.159,1,3,2,1,1,0,0,19.6749,24.854,2.2915,5.1791,30,
122,1,1,1,16,1,287.6548,259.506,317.7028,3,1,2,3,1,0,0,317.7028,324.8777,1.3309,7.1749,30,
122,1,1,1,17,1,105.9911,165.9754,316.6342,3,2,1,3,1,0,0,316.6342,305.2469,1.481,-11.3873,30,
122,1,1,1,18,1,109.0699,259.4922,77.1462,2,3,1,2,1,0,0,259.4922,289.9646,2.5717,30.4724,0,
122,1,1,2,19,1,315.4649,347.3174,285.0467,3,1,2,2,0,0,1,347.3174,328.7646,2.0714,-18.5528,20,
122,1,1,2,20,1,77.1828,225.2461,105.2482,3,2,1,3,1,0,0,105.2482,89.6451,4.2229,-15.6031,20,
122,1,1,1,21,1,17.3062,228.1966,259.5867,3,2,1,2,0,1,0,228.1966,284.7424,3.3422,56.5458,-10,
122,1,1,2,22,1,19.9049,195.6352,286.1612,3,2,1,3,1,0,0,286.1612,284.6777,1.7011,-1.4835,40,
122,1,1,1,23,1,19.2845,75.217,318.4581,2,3,1,2,1,0,0,75.217,64.6217,1.9813,-10.5953,30,
122,1,1,2,24,1,79.095,348.1246,228.6928,1,2,3,2,0,1,0,348.1246,NaN,100000,999,0,
122,1,1,1,25,1,49.4771,227.9126,257.9137,3,1,2,2,0,0,1,227.9126,108.1305,1.9914,-119.7821,-20,
122,1,1,2,26,1,47.0319,136.931,228.049,2,3,1,2,1,0,0,136.931,117.4571,2.0914,-19.4739,20,
122,1,1,1,27,1,77.6151,16.6265,49.1592,3,2,1,3,1,0,0,49.1592,61.5594,3.7024,12.4002,20,
122,1,1,2,28,1,137.6428,345.2572,78.7844,2,1,3,2,1,0,0,345.2572,327.1808,2.1714,-18.0764,20,
122,1,1,1,29,1,168.7425,317.7165,226.6907,3,2,1,1,0,0,1,168.7425,177.0491,1.4513,8.3066,30,
122,1,1,2,30,1,315.1258,197.0721,138.657,2,3,1,2,1,0,0,197.0721,206.8274,2.1114,9.7553,30,
122,1,1,2,31,1,315.8145,169.192,195.8378,3,1,2,3,1,0,0,195.8378,201.0949,2.2015,5.2571,30,
122,1,1,2,32,1,109.7017,135.0292,228.0515,2,3,1,2,1,0,0,135.0292,119.0817,2.5917,-15.9475,20,
122,1,1,2,33,1,256.4523,47.0128,289.3103,2,1,3,2,1,0,0,47.0128,65.2027,1.5711,18.1899,20,
122,1,1,1,34,1,319.2054,76.7725,167.1503,1,2,3,3,0,0,1,167.1503,200.1236,3.2021,32.9733,0,
122,1,1,2,35,1,289.8173,135.4295,167.5025,3,1,2,3,1,0,0,167.5025,145.344,2.3616,-22.1585,10,
