Subject,Session,Block,Condition,Trial,whetherCued,midStim,leftStim,rightStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
120,1,1,1,1,1,347.6621,78.5825,225.8965,3,1,2,3,1,0,0,225.8965,244.816,1.3209,18.9195,20,
120,1,1,2,2,1,169.6783,319.0936,48.6413,3,1,2,1,0,1,0,169.6783,NaN,100000,999,0,
120,1,1,2,3,1,108.812,17.8803,78.7383,1,3,2,1,1,0,0,108.812,116.9759,1.2709,8.1639,30,
120,1,1,1,4,1,347.6614,136.397,49.7312,3,1,2,1,0,1,0,347.6614,265.1623,2.2916,-82.4991,-20,
120,1,1,2,5,1,78.6346,196.8692,47.9079,1,3,2,1,1,0,0,78.6346,107.6522,1.7203,29.0176,10,
120,1,1,2,6,1,45.7597,16.9855,196.8736,3,1,2,3,1,0,0,196.8736,203.7352,2.2317,6.8616,30,
120,1,1,1,7,1,138.2116,316.1063,79.1853,2,1,3,1,0,1,0,138.2116,156.4407,1.5513,18.2291,20,
120,1,1,2,8,1,319.2929,289.5553,168.4982,1,3,2,1,1,0,0,319.2929,154.0215,1.3507,-165.2714,-20,
120,1,1,1,9,1,287.6468,199.1499,49.2938,2,3,1,2,1,0,0,199.1499,356.9768,2.7219,157.8269,-20,
120,1,1,1,10,1,169.2518,139.5582,198.1964,1,2,3,1,1,0,0,169.2518,175.4904,1.6611,6.2387,30,
120,1,1,2,11,1,169.1329,48.3844,286.038,1,3,2,1,1,0,0,169.1329,180.2951,1.1408,11.1622,30,
120,1,1,1,12,1,287.2569,316.9132,48.9482,1,2,3,1,1,0,0,287.2569,203.3037,2.7519,-83.9531,-20,
120,1,1,1,13,1,228.7938,349.9761,315.9329,1,2,3,2,0,1,0,349.9761,347.9639,1.8313,-2.0121,40,
120,1,1,1,14,1,285.9688,47.1618,258.7458,1,3,2,1,1,0,0,285.9688,254.6181,2.3517,-31.3508,0,
120,1,1,2,15,1,19.6749,137.3974,346.159,1,3,2,1,1,0,0,19.6749,37.1744,2.3516,17.4995,20,
120,1,1,1,16,1,287.6548,259.506,317.7028,3,1,2,3,1,0,0,317.7028,318.4124,1.6912,0.70968,40,
