Subject,Session,Block,Condition,Trial,whetherCued,midStim,leftStim,rightStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
106,1,1,1,1,1,347.6621,78.5825,225.8965,3,1,2,3,1,0,0,225.8965,290.4099,1.2916,64.5134,-20,
106,1,1,2,2,1,169.6783,319.0936,48.6413,3,1,2,1,0,1,0,169.6783,NaN,100000,999,0,
106,1,1,2,3,1,108.812,17.8803,78.7383,1,3,2,1,1,0,0,108.812,131.4255,1.6528,22.6135,10,
106,1,1,1,4,1,347.6614,136.397,49.7312,3,1,2,1,0,1,0,347.6614,2.294,2.1666,14.6326,20,
106,1,1,2,5,1,78.6346,196.8692,47.9079,1,3,2,1,1,0,0,78.6346,343.6126,1.7979,-95.022,-20,
106,1,1,2,6,1,45.7597,16.9855,196.8736,3,1,2,3,1,0,0,196.8736,258.5065,1.7085,61.6329,-20,
106,1,1,1,7,1,138.2116,316.1063,79.1853,2,1,3,1,0,1,0,138.2116,344.665,1.5628,-153.5466,-20,
106,1,1,2,8,1,319.2929,289.5553,168.4982,1,3,2,1,1,0,0,319.2929,326.8147,1.1873,7.5219,30,
106,1,1,1,9,1,287.6468,199.1499,49.2938,2,3,1,2,1,0,0,199.1499,218.5726,1.5555,19.4227,20,
106,1,1,1,10,1,169.2518,139.5582,198.1964,1,2,3,1,1,0,0,169.2518,356.6261,1.1319,-172.6257,-20,
106,1,1,2,11,1,169.1329,48.3844,286.038,1,3,2,1,1,0,0,169.1329,171.5893,1.4861,2.4564,40,
106,1,1,1,12,1,287.2569,316.9132,48.9482,1,2,3,1,1,0,0,287.2569,327.4529,1.4028,40.196,-5,
106,1,1,1,13,1,228.7938,349.9761,315.9329,1,2,3,2,0,1,0,349.9761,216.1903,1.3888,-133.7858,-20,
106,1,1,1,14,1,285.9688,47.1618,258.7458,1,3,2,1,1,0,0,285.9688,356.6732,1.3333,70.7044,-20,
106,1,1,2,15,1,19.6749,137.3974,346.159,1,3,2,1,1,0,0,19.6749,50.5319,1.8754,30.857,0,
106,1,1,1,16,1,287.6548,259.506,317.7028,3,1,2,3,1,0,0,317.7028,292.2589,1.0351,-25.4438,10,
106,1,1,1,17,1,105.9911,165.9754,316.6342,3,2,1,3,1,0,0,316.6342,334.8531,1.2778,18.2189,20,
106,1,1,1,18,1,109.0699,259.4922,77.1462,2,3,1,2,1,0,0,259.4922,263.8751,1.1528,4.3828,30,
106,1,1,2,19,1,315.4649,347.3174,285.0467,3,1,2,2,0,0,1,347.3174,295.3001,1.3403,-52.0173,-10,
106,1,1,2,20,1,77.1828,225.2461,105.2482,3,2,1,3,1,0,0,105.2482,357.9441,2.4791,-107.3041,-20,
106,1,1,1,21,1,17.3062,228.1966,259.5867,3,2,1,2,0,1,0,228.1966,250.1902,2.5485,21.9936,10,
106,1,1,2,22,1,19.9049,195.6352,286.1612,3,2,1,3,1,0,0,286.1612,101.1971,1.2293,175.0359,-20,
106,1,1,1,23,1,19.2845,75.217,318.4581,2,3,1,2,1,0,0,75.217,57.0982,1.0625,-18.1187,20,
106,1,1,2,24,1,79.095,348.1246,228.6928,1,2,3,2,0,1,0,348.1246,NaN,100000,999,0,
106,1,1,1,25,1,49.4771,227.9126,257.9137,3,1,2,2,0,0,1,227.9126,242.4942,1.2917,14.5816,20,
106,1,1,2,26,1,47.0319,136.931,228.049,2,3,1,2,1,0,0,136.931,320.0467,1.0903,-176.8843,-20,
106,1,1,1,27,1,77.6151,16.6265,49.1592,3,2,1,3,1,0,0,49.1592,309.8465,0.78504,-99.3128,-20,
106,1,1,2,28,1,137.6428,345.2572,78.7844,2,1,3,2,1,0,0,345.2572,21.8021,1.014,36.5449,0,
106,1,1,1,29,1,168.7425,317.7165,226.6907,3,2,1,1,0,0,1,168.7425,351.0689,1.6736,-177.6736,-20,
106,1,1,2,30,1,315.1258,197.0721,138.657,2,3,1,2,1,0,0,197.0721,212.2446,1.7084,15.1725,20,
106,1,1,2,31,1,315.8145,169.192,195.8378,3,1,2,3,1,0,0,195.8378,320.7638,0.87502,124.926,-20,
106,1,1,2,32,1,109.7017,135.0292,228.0515,2,3,1,2,1,0,0,135.0292,54.5284,0.66675,-80.5008,-20,
106,1,1,2,33,1,256.4523,47.0128,289.3103,2,1,3,2,1,0,0,47.0128,22.6938,0.54858,-24.3189,10,
106,1,1,1,34,1,319.2054,76.7725,167.1503,1,2,3,3,0,0,1,167.1503,311.6756,1.2431,144.5252,-20,
106,1,1,2,35,1,289.8173,135.4295,167.5025,3,1,2,3,1,0,0,167.5025,10.9322,1.0349,-156.5703,-20,
106,1,1,2,36,1,46.5193,197.4165,346.6891,2,3,1,2,1,0,0,197.4165,233.6266,1.1946,36.2101,0,
106,1,1,1,37,1,79.9262,107.7974,169.668,1,2,3,1,1,0,0,79.9262,358.5996,1.0486,-81.3266,-20,
