Subject,Session,Block,Condition,Trial,whetherCued,midStim,leftStim,rightStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
113,1,1,1,1,1,347.6621,78.5825,225.8965,3,1,2,3,1,0,0,225.8965,240.7175,1.5211,14.821,20,
113,1,1,2,2,1,169.6783,319.0936,48.6413,3,1,2,1,0,1,0,169.6783,NaN,100000,999,0,
113,1,1,2,3,1,108.812,17.8803,78.7383,1,3,2,1,1,0,0,108.812,93.8248,1.3609,-14.9872,20,
113,1,1,1,4,1,347.6614,136.397,49.7312,3,1,2,1,0,1,0,347.6614,15.0893,1.8111,27.4278,10,
113,1,1,2,5,1,78.6346,196.8692,47.9079,1,3,2,1,1,0,0,78.6346,80.2789,1.4505,1.6443,40,
113,1,1,2,6,1,45.7597,16.9855,196.8736,3,1,2,3,1,0,0,196.8736,207.9013,1.5714,11.0277,30,
113,1,1,1,7,1,138.2116,316.1063,79.1853,2,1,3,1,0,1,0,138.2116,84.3861,2.3622,-53.8255,-10,
113,1,1,2,8,1,319.2929,289.5553,168.4982,1,3,2,1,1,0,0,319.2929,303.5245,1.4009,-15.7684,20,
113,1,1,1,9,1,287.6468,199.1499,49.2938,2,3,1,2,1,0,0,199.1499,133.3177,1.461,-65.8322,-20,
113,1,1,1,10,1,169.2518,139.5582,198.1964,1,2,3,1,1,0,0,169.2518,147.9215,1.5811,-21.3303,10,
113,1,1,2,11,1,169.1329,48.3844,286.038,1,3,2,1,1,0,0,169.1329,168.0562,1.8613,-1.0767,40,
113,1,1,1,12,1,287.2569,316.9132,48.9482,1,2,3,1,1,0,0,287.2569,282.7983,1.6512,-4.4586,30,
113,1,1,1,13,1,228.7938,349.9761,315.9329,1,2,3,2,0,1,0,349.9761,308.2395,1.4711,-41.7365,-5,
113,1,1,1,14,1,285.9688,47.1618,258.7458,1,3,2,1,1,0,0,285.9688,281.4429,1.351,-4.5259,30,
113,1,1,2,15,1,19.6749,137.3974,346.159,1,3,2,1,1,0,0,19.6749,14.0696,1.6011,-5.6053,30,
113,1,1,1,16,1,287.6548,259.506,317.7028,3,1,2,3,1,0,0,317.7028,293.2482,1.481,-24.4545,10,
113,1,1,1,17,1,105.9911,165.9754,316.6342,3,2,1,3,1,0,0,316.6342,332.4982,1.8713,15.864,20,
113,1,1,1,18,1,109.0699,259.4922,77.1462,2,3,1,2,1,0,0,259.4922,281.3036,2.9921,21.8114,10,
113,1,1,2,19,1,315.4649,347.3174,285.0467,3,1,2,2,0,0,1,347.3174,291.0246,1.6111,-56.2928,-10,
113,1,1,2,20,1,77.1828,225.2461,105.2482,3,2,1,3,1,0,0,105.2482,248.4613,5.0034,143.2131,-20,
113,1,1,1,21,1,17.3062,228.1966,259.5867,3,2,1,2,0,1,0,228.1966,32.7432,2.4116,164.5466,-20,
113,1,1,2,22,1,19.9049,195.6352,286.1612,3,2,1,3,1,0,0,286.1612,226.2222,2.6618,-59.939,-10,
113,1,1,1,23,1,19.2845,75.217,318.4581,2,3,1,2,1,0,0,75.217,71.5809,0.9913,-3.6361,30,
113,1,1,2,24,1,79.095,348.1246,228.6928,1,2,3,2,0,1,0,348.1246,NaN,100000,999,0,
113,1,1,1,25,1,49.4771,227.9126,257.9137,3,1,2,2,0,0,1,227.9126,64.782,1.9412,-163.1306,-20,
113,1,1,2,26,1,47.0319,136.931,228.049,2,3,1,2,1,0,0,136.931,132.9921,1.0308,-3.9388,30,
113,1,1,1,27,1,77.6151,16.6265,49.1592,3,2,1,3,1,0,0,49.1592,63.5864,2.412,14.4272,20,
113,1,1,2,28,1,137.6428,345.2572,78.7844,2,1,3,2,1,0,0,345.2572,312.8365,1.3609,-32.4207,0,
