Subject,Session,Block,Condition,Trial,whetherCued,midStim,leftStim,rightStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
101,1,1,1,1,1,346.3193,78.7428,197.1541,2,1,3,3,0,0,1,197.1541,228.9705,1.5613,31.8164,0,
101,1,1,1,2,1,76.8648,47.18,139.9334,3,2,1,3,1,0,0,139.9334,162.4648,1.7812,22.5314,10,
101,1,1,1,3,1,107.6744,135.4056,285.6928,3,2,1,3,1,0,0,285.6928,290.3502,2.1615,4.6575,30,
101,1,1,2,4,1,136.5725,15.6744,169.6406,1,2,3,3,0,0,1,169.6406,187.9137,3.0819,18.273,20,
101,1,1,1,5,1,167.0956,286.5131,317.2749,1,2,3,1,1,0,0,167.0956,159.9366,2.3411,-7.1589,30,
101,1,1,2,6,1,198.0633,169.442,137.5944,3,2,1,3,1,0,0,137.5944,145.3295,1.601,7.7351,30,
101,1,1,2,7,1,139.3901,318.9282,349.6935,2,1,3,2,1,0,0,318.9282,327.4112,1.7813,8.483,30,
101,1,1,1,8,1,255.2075,317.1837,288.4018,3,1,2,3,1,0,0,288.4018,264.3047,1.331,-24.097,10,
101,1,1,2,9,1,77.7553,229.9823,48.3359,2,3,1,2,1,0,0,229.9823,229.741,1.6111,-0.24133,40,
101,1,1,1,10,1,315.3252,197.1616,48.4487,3,2,1,3,1,0,0,48.4487,34.8792,2.1414,-13.5694,20,
101,1,1,1,11,1,195.5784,77.8061,257.3361,1,2,3,1,1,0,0,195.5784,206.0347,1.331,10.4563,30,
101,1,1,1,12,1,138.2381,229.9801,18.6811,1,3,2,2,0,0,1,229.9801,222.3263,2.1014,-7.6539,30,
101,1,1,2,13,1,46.7242,17.688,168.7209,2,1,3,2,1,0,0,17.688,11.6728,1.3607,-6.0152,30,
101,1,1,2,14,1,229.9588,47.7735,77.854,2,3,1,2,1,0,0,47.7735,49.5281,1.351,1.7546,40,
101,1,1,1,15,1,17.8343,77.9985,167.9564,1,2,3,1,1,0,0,17.8343,16.8341,1.1908,-1.0002,40,
101,1,1,1,16,1,198.0565,167.415,286.2213,2,1,3,3,0,0,1,286.2213,227.9764,1.491,-58.2449,-10,
101,1,1,1,17,1,347.2752,319.3971,286.7393,3,1,2,2,0,0,1,319.3971,325.4501,1.6311,6.053,30,
101,1,1,1,18,1,255.107,49.7248,169.6095,1,3,2,1,1,0,0,255.107,235.9123,1.511,-19.1947,20,
101,1,1,2,19,1,137.9591,349.3315,109.6277,3,1,2,3,1,0,0,109.6277,75.0653,1.3008,-34.5624,0,
101,1,1,2,20,1,48.9925,135.5024,167.6133,2,1,3,1,0,1,0,48.9925,NaN,100000,999,0,
101,1,1,1,21,1,15.1347,196.8732,165.9334,2,3,1,2,1,0,0,196.8732,190.9114,2.6617,-5.9618,30,
101,1,1,2,22,1,75.1316,319.6996,48.1327,3,2,1,3,1,0,0,48.1327,36.8676,1.6611,-11.2652,30,
101,1,1,1,23,1,227.7674,16.9006,258.751,3,1,2,3,1,0,0,258.751,236.4286,1.121,-22.3225,10,
101,1,1,1,24,1,287.6901,79.6988,107.688,2,3,1,2,1,0,0,79.6988,68.4259,0.96067,-11.2729,30,
101,1,1,1,25,1,167.9183,227.5949,196.4954,2,1,3,3,0,0,1,196.4954,212.3587,1.2812,15.8633,20,
101,1,1,1,26,1,136.8191,315.3506,196.2413,2,1,3,1,0,1,0,136.8191,130.7433,1.5411,-6.0758,30,
101,1,1,2,27,1,316.5327,139.17,227.6091,2,1,3,2,1,0,0,139.17,129.7092,3.042,-9.4608,30,
101,1,1,2,28,1,227.9814,18.0624,165.3287,3,1,2,3,1,0,0,165.3287,160.7861,1.411,-4.5426,30,
101,1,1,2,29,1,227.529,196.3148,45.0291,2,1,3,2,1,0,0,196.3148,181.6498,1.6712,-14.665,20,
101,1,1,1,30,1,138.7839,317.3994,199.1825,3,1,2,3,1,0,0,199.1825,207.9394,1.7311,8.7569,30,
101,1,1,1,31,1,226.46,317.1801,348.3997,1,3,2,1,1,0,0,226.46,223.6976,1.1708,-2.7624,40,
101,1,1,2,32,1,289.1642,345.6473,17.4602,2,3,1,2,1,0,0,345.6473,3.5751,1.1008,17.9278,20,
101,1,1,2,33,1,257.9602,316.1953,77.4291,2,3,1,2,1,0,0,316.1953,329.5426,0.97072,13.3472,20,
101,1,1,2,34,1,257.2733,76.2666,135.1861,3,1,2,2,0,0,1,76.2666,64.4662,0.8006,-11.8004,30,
101,1,1,2,35,1,49.5453,229.4918,107.2817,2,1,3,2,1,0,0,229.4918,65.3491,1.3609,-164.1428,-20,
101,1,1,1,36,1,106.0739,79.8639,17.6844,1,2,3,1,1,0,0,106.0739,101.7163,0.98086,-4.3576,30,
101,1,1,1,37,1,256.033,318.9289,137.3659,1,2,3,3,0,0,1,137.3659,79.1637,3.3522,-58.2022,-10,
101,1,1,1,38,1,78.4861,229.9514,317.9646,2,3,1,2,1,0,0,229.9514,245.4179,2.3415,15.4665,20,
101,1,1,1,39,1,256.6964,227.487,106.5591,2,3,1,3,0,1,0,106.5591,82.241,1.5711,-24.3181,10,
101,1,1,1,40,1,227.0302,259.975,319.1895,3,2,1,1,0,0,1,227.0302,238.8144,1.2008,11.7842,30,
101,1,1,2,41,1,226.0066,139.3134,196.279,2,1,3,2,1,0,0,139.3134,125.9935,1.5411,-13.3199,20,
101,1,1,2,42,1,229.608,136.4618,19.834,2,3,1,2,1,0,0,136.4618,136.194,1.2309,-0.26777,40,
101,1,1,2,43,1,197.8665,46.5138,138.8672,1,2,3,2,0,1,0,46.5138,NaN,100000,999,0,
101,1,1,1,44,1,18.2066,136.6831,49.9117,2,3,1,2,1,0,0,136.6831,128.3395,1.2309,-8.3436,30,
101,1,1,2,45,1,46.1269,228.8201,317.024,1,2,3,2,0,1,0,228.8201,NaN,100000,999,0,
101,1,1,1,46,1,255.593,137.384,318.7135,1,2,3,2,0,1,0,137.384,129.8837,1.0208,-7.5002,30,
101,1,1,1,47,1,286.687,318.035,105.6222,2,1,3,2,1,0,0,318.035,142.908,1.491,-175.127,-20,
101,1,1,1,48,1,286.8032,135.1254,78.3606,2,1,3,1,0,1,0,286.8032,303.3871,1.2309,16.5838,20,
101,1,1,2,49,1,136.973,226.8851,165.1287,2,3,1,3,0,1,0,165.1287,NaN,100000,999,0,
101,1,1,1,50,1,169.0341,286.3824,76.5562,1,3,2,3,0,1,0,76.5562,69.65,1.0106,-6.9062,30,
101,1,1,2,51,1,77.0365,228.4586,318.4763,1,2,3,1,1,0,0,77.0365,85.7201,1.1708,8.6836,30,
101,1,1,1,52,1,199.5224,318.669,349.3734,2,1,3,1,0,1,0,199.5224,205.4749,1.441,5.9525,30,
101,1,1,1,53,1,317.1835,135.9839,256.0232,3,1,2,1,0,1,0,317.1835,119.222,1.1408,162.0386,-20,
101,1,1,1,54,1,46.6968,285.7007,15.4421,3,2,1,3,1,0,0,15.4421,9.8329,1.7816,-5.6092,30,
101,1,1,2,55,1,16.6805,349.3118,255.7593,1,3,2,3,0,1,0,255.7593,NaN,100000,999,0,
101,1,1,2,56,1,138.2811,259.2334,288.8925,2,1,3,2,1,0,0,259.2334,276.2908,1.1707,17.0574,20,
101,1,1,1,57,1,168.8839,258.3074,288.2786,1,2,3,1,1,0,0,168.8839,170.299,0.71062,1.4151,40,
101,1,1,2,58,1,287.2994,165.2427,226.4665,1,3,2,1,1,0,0,287.2994,168.0349,1.1509,-119.2645,-20,
101,1,1,1,59,1,199.2104,105.8982,136.3808,3,2,1,3,1,0,0,136.3808,169.7138,1.501,33.333,0,
101,1,1,1,60,1,289.2378,168.5759,229.7994,2,1,3,1,0,1,0,289.2378,288.5718,2.4616,-0.66599,40,
101,1,2,2,61,1,49.978,75.5069,229.0906,2,1,3,3,0,0,1,229.0906,229.5708,1.1308,0.48027,40,
101,1,2,1,62,1,225.7303,105.2325,46.2284,2,1,3,2,1,0,0,105.2325,114.3559,1.441,9.1234,30,
101,1,2,2,63,1,228.8366,259.4406,15.3798,1,3,2,2,0,0,1,259.4406,251.9852,1.4812,-7.4555,30,
101,1,2,2,64,1,256.4806,346.2874,316.0817,3,1,2,3,1,0,0,316.0817,328.9514,1.1208,12.8697,20,
101,1,2,2,65,1,228.4864,348.8916,108.2624,1,3,2,1,1,0,0,228.4864,244.3705,1.1908,15.8841,20,
101,1,2,1,66,1,165.0298,227.9477,137.0339,2,3,1,2,1,0,0,227.9477,225.1376,1.6013,-2.8101,40,
101,1,2,2,67,1,18.7613,287.0195,258.6089,3,2,1,3,1,0,0,258.6089,236.4259,1.3414,-22.183,10,
