Subject,Session,Block,Condition,Trial,whetherCued,midStim,leftStim,rightStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
117,1,1,1,1,1,347.6621,78.5825,225.8965,3,1,2,3,1,0,0,225.8965,240.7744,1.9027,14.8778,20,
117,1,1,2,2,1,169.6783,319.0936,48.6413,3,1,2,1,0,1,0,169.6783,NaN,100000,999,0,
117,1,1,2,3,1,108.812,17.8803,78.7383,1,3,2,1,1,0,0,108.812,137.8677,1.9516,29.0557,10,
117,1,1,1,4,1,347.6614,136.397,49.7312,3,1,2,1,0,1,0,347.6614,148.3501,1.7781,160.6886,-20,
117,1,1,2,5,1,78.6346,196.8692,47.9079,1,3,2,1,1,0,0,78.6346,102.8969,2.2977,24.2623,10,
117,1,1,2,6,1,45.7597,16.9855,196.8736,3,1,2,3,1,0,0,196.8736,202.2689,2.9099,5.3953,30,
117,1,1,1,7,1,138.2116,316.1063,79.1853,2,1,3,1,0,1,0,138.2116,137.6905,2.4099,-0.52106,40,
117,1,1,2,8,1,319.2929,289.5553,168.4982,1,3,2,1,1,0,0,319.2929,136.69,1.6735,177.3971,-20,
117,1,1,1,9,1,287.6468,199.1499,49.2938,2,3,1,2,1,0,0,199.1499,228.8292,2.1389,29.6793,10,
117,1,1,1,10,1,169.2518,139.5582,198.1964,1,2,3,1,1,0,0,169.2518,179.1284,4.3471,9.8766,30,
117,1,1,2,11,1,169.1329,48.3844,286.038,1,3,2,1,1,0,0,169.1329,179.1457,2.014,10.0128,30,
117,1,1,1,12,1,287.2569,316.9132,48.9482,1,2,3,1,1,0,0,287.2569,314.648,3.9234,27.3911,10,
117,1,1,1,13,1,228.7938,349.9761,315.9329,1,2,3,2,0,1,0,349.9761,347.8644,4.6527,-2.1117,40,
117,1,1,1,14,1,285.9688,47.1618,258.7458,1,3,2,1,1,0,0,285.9688,304.8745,1.7639,18.9056,20,
117,1,1,2,15,1,19.6749,137.3974,346.159,1,3,2,1,1,0,0,19.6749,25.3794,2.6392,5.7045,30,
117,1,1,1,16,1,287.6548,259.506,317.7028,3,1,2,3,1,0,0,317.7028,312.3106,1.5973,-5.3921,30,
117,1,1,1,17,1,105.9911,165.9754,316.6342,3,2,1,3,1,0,0,316.6342,323.4963,3.0763,6.8621,30,
117,1,1,1,18,1,109.0699,259.4922,77.1462,2,3,1,2,1,0,0,259.4922,234.0102,4.2916,-25.482,10,
117,1,1,2,19,1,315.4649,347.3174,285.0467,3,1,2,2,0,0,1,347.3174,3.0322,2.9166,15.7148,20,
117,1,1,2,20,1,77.1828,225.2461,105.2482,3,2,1,3,1,0,0,105.2482,102.8771,2.9513,-2.3711,40,
117,1,1,1,21,1,17.3062,228.1966,259.5867,3,2,1,2,0,1,0,228.1966,238.3617,2.5694,10.1651,30,
117,1,1,2,22,1,19.9049,195.6352,286.1612,3,2,1,3,1,0,0,286.1612,236.3839,4.5137,-49.7773,-5,
117,1,1,1,23,1,19.2845,75.217,318.4581,2,3,1,2,1,0,0,75.217,55.1744,2.5625,-20.0426,20,
117,1,1,2,24,1,79.095,348.1246,228.6928,1,2,3,2,0,1,0,348.1246,NaN,100000,999,0,
117,1,1,1,25,1,49.4771,227.9126,257.9137,3,1,2,2,0,0,1,227.9126,240.0583,1.9514,12.1457,20,
117,1,1,2,26,1,47.0319,136.931,228.049,2,3,1,2,1,0,0,136.931,135.104,1.625,-1.827,40,
117,1,1,1,27,1,77.6151,16.6265,49.1592,3,2,1,3,1,0,0,49.1592,41.311,3.2294,-7.8482,30,
117,1,1,2,28,1,137.6428,345.2572,78.7844,2,1,3,2,1,0,0,345.2572,345.0331,2.7083,-0.22403,40,
117,1,1,1,29,1,168.7425,317.7165,226.6907,3,2,1,1,0,0,1,168.7425,158.1153,2.6944,-10.6272,30,
117,1,1,2,30,1,315.1258,197.0721,138.657,2,3,1,2,1,0,0,197.0721,174.8364,4.3124,-22.2358,10,
117,1,1,2,31,1,315.8145,169.192,195.8378,3,1,2,3,1,0,0,195.8378,200.0484,2.0769,4.2106,30,
117,1,1,2,32,1,109.7017,135.0292,228.0515,2,3,1,2,1,0,0,135.0292,117.5142,1.8333,-17.515,20,
117,1,1,2,33,1,256.4523,47.0128,289.3103,2,1,3,2,1,0,0,47.0128,33.3765,2.7639,-13.6362,20,
117,1,1,1,34,1,319.2054,76.7725,167.1503,1,2,3,3,0,0,1,167.1503,146.6852,3.0902,-20.4651,20,
117,1,1,2,35,1,289.8173,135.4295,167.5025,3,1,2,3,1,0,0,167.5025,150.2264,1.8888,-17.2761,20,
117,1,1,2,36,1,46.5193,197.4165,346.6891,2,3,1,2,1,0,0,197.4165,195.6256,2.9514,-1.7909,40,
117,1,1,1,37,1,79.9262,107.7974,169.668,1,2,3,1,1,0,0,79.9262,53.9209,3.0555,-26.0053,10,
117,1,1,1,38,1,135.5422,165.1806,228.0905,1,3,2,3,0,1,0,228.0905,219.4437,3.4513,-8.6468,30,
117,1,1,2,39,1,259.4502,346.651,166.1485,1,3,2,1,1,0,0,259.4502,245.5175,1.9445,-13.9327,20,
117,1,1,2,40,1,135.5697,19.8928,79.243,2,1,3,1,0,1,0,135.5697,NaN,100000,999,0,
117,1,1,1,41,1,285.5402,17.2994,137.2544,2,3,1,3,0,1,0,137.2544,137.8581,4.0625,0.60366,40,
117,1,1,1,42,1,138.7045,347.534,165.9996,3,1,2,2,0,0,1,347.534,19.3148,2.9652,31.7808,0,
117,1,1,1,43,1,169.3879,345.0718,46.4715,2,1,3,3,0,0,1,46.4715,141.9009,3.903,95.4294,-20,
117,1,1,1,44,1,227.7164,78.5126,19.7822,3,1,2,3,1,0,0,19.7822,37.4137,3.4722,17.6315,20,
117,1,1,1,45,1,78.8751,319.5709,48.9128,2,3,1,2,1,0,0,319.5709,35.1388,8.2913,75.5679,-20,
117,1,1,2,46,1,48.4957,168.9813,137.2079,3,2,1,1,0,0,1,48.4957,22.6312,3.7499,-25.8644,10,
117,1,1,2,47,1,315.7287,287.9252,345.3668,3,2,1,3,1,0,0,345.3668,322.8239,2.1738,-22.5429,10,
117,1,1,1,48,1,286.8252,226.5457,315.6046,2,1,3,2,1,0,0,226.5457,253.0419,2.8472,26.4961,10,
117,1,1,2,49,1,256.6999,319.2336,46.2303,3,1,2,3,1,0,0,46.2303,36.9767,3.0138,-9.2536,30,
117,1,1,2,50,1,135.68,78.9445,105.462,3,2,1,3,1,0,0,105.462,80.1819,2.375,-25.2801,10,
117,1,1,2,51,1,75.0988,319.8215,349.8519,1,3,2,1,1,0,0,75.0988,50.5593,3.0138,-24.5395,10,
117,1,1,1,52,1,19.6916,226.2771,107.6658,2,3,1,2,1,0,0,226.2771,241.9254,2.375,15.6483,20,
117,1,1,1,53,1,138.9798,226.1669,78.0042,1,3,2,2,0,0,1,226.1669,244.3053,2.4444,18.1384,20,
117,1,1,2,54,1,346.4868,16.9821,317.1038,3,1,2,3,1,0,0,317.1038,309.248,3.1874,-7.8558,30,
117,1,1,2,55,1,317.7541,79.3545,195.2113,2,3,1,1,0,0,1,317.7541,309.9877,2.5209,-7.7663,30,
117,1,1,1,56,1,47.5997,169.9459,257.4496,2,1,3,2,1,0,0,169.9459,143.3731,2.8055,-26.5728,10,
117,1,1,1,57,1,79.0846,195.9474,105.6185,1,3,2,1,1,0,0,79.0846,51.672,2.3819,-27.4125,10,
117,1,1,1,58,1,76.6599,319.1987,286.8586,1,2,3,1,1,0,0,76.6599,93.6486,1.6737,16.9886,20,
117,1,1,1,59,1,135.784,76.6302,46.5703,1,3,2,3,0,1,0,46.5703,61.4367,2.4444,14.8664,20,
