Subject,Session,Block,Condition,Trial,whetherCued,midStim,leftStim,rightStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
109,1,1,1,1,1,347.6621,78.5825,225.8965,3,1,2,3,1,0,0,225.8965,231.9352,1.9236,6.0387,30,
109,1,1,2,2,1,169.6783,319.0936,48.6413,3,1,2,1,0,1,0,169.6783,NaN,100000,999,0,
109,1,1,2,3,1,108.812,17.8803,78.7383,1,3,2,1,1,0,0,108.812,109.5806,1.6388,0.76858,40,
109,1,1,1,4,1,347.6614,136.397,49.7312,3,1,2,1,0,1,0,347.6614,276.3223,4.9097,-71.3391,-20,
109,1,1,2,5,1,78.6346,196.8692,47.9079,1,3,2,1,1,0,0,78.6346,80.6505,1.7353,2.016,40,
109,1,1,2,6,1,45.7597,16.9855,196.8736,3,1,2,3,1,0,0,196.8736,208.5989,2.1322,11.7253,30,
109,1,1,1,7,1,138.2116,316.1063,79.1853,2,1,3,1,0,1,0,138.2116,150.109,3.9517,11.8974,30,
109,1,1,2,8,1,319.2929,289.5553,168.4982,1,3,2,1,1,0,0,319.2929,156.9576,1.8681,-162.3352,-20,
109,1,1,1,9,1,287.6468,199.1499,49.2938,2,3,1,2,1,0,0,199.1499,161.5152,1.9098,-37.6347,0,
109,1,1,1,10,1,169.2518,139.5582,198.1964,1,2,3,1,1,0,0,169.2518,160.1843,1.7361,-9.0675,30,
109,1,1,2,11,1,169.1329,48.3844,286.038,1,3,2,1,1,0,0,169.1329,173.7812,1.625,4.6483,30,
109,1,1,1,12,1,287.2569,316.9132,48.9482,1,2,3,1,1,0,0,287.2569,172.374,1.0903,-114.8829,-20,
109,1,1,1,13,1,228.7938,349.9761,315.9329,1,2,3,2,0,1,0,349.9761,355.569,2.0486,5.5929,30,
109,1,1,1,14,1,285.9688,47.1618,258.7458,1,3,2,1,1,0,0,285.9688,216.1056,1.132,-69.8632,-20,
109,1,1,2,15,1,19.6749,137.3974,346.159,1,3,2,1,1,0,0,19.6749,35.2362,1.4588,15.5613,20,
109,1,1,1,16,1,287.6548,259.506,317.7028,3,1,2,3,1,0,0,317.7028,341.5266,2.3889,23.8238,10,
109,1,1,1,17,1,105.9911,165.9754,316.6342,3,2,1,3,1,0,0,316.6342,334.6331,1.4028,17.9989,20,
109,1,1,1,18,1,109.0699,259.4922,77.1462,2,3,1,2,1,0,0,259.4922,270.0339,2.3403,10.5417,30,
109,1,1,2,19,1,315.4649,347.3174,285.0467,3,1,2,2,0,0,1,347.3174,278.8738,2.5902,-68.4436,-20,
109,1,1,2,20,1,77.1828,225.2461,105.2482,3,2,1,3,1,0,0,105.2482,115.939,2.3541,10.6908,30,
109,1,1,1,21,1,17.3062,228.1966,259.5867,3,2,1,2,0,1,0,228.1966,217.7032,1.9446,-10.4934,30,
109,1,1,2,22,1,19.9049,195.6352,286.1612,3,2,1,3,1,0,0,286.1612,279.59,2.2639,-6.5712,30,
109,1,1,1,23,1,19.2845,75.217,318.4581,2,3,1,2,1,0,0,75.217,77.14,1.5555,1.9231,40,
109,1,1,2,24,1,79.095,348.1246,228.6928,1,2,3,2,0,1,0,348.1246,NaN,100000,999,0,
109,1,1,1,25,1,49.4771,227.9126,257.9137,3,1,2,2,0,0,1,227.9126,238.9143,2.1324,11.0017,30,
109,1,1,2,26,1,47.0319,136.931,228.049,2,3,1,2,1,0,0,136.931,115.316,1.8055,-21.615,10,
109,1,1,1,27,1,77.6151,16.6265,49.1592,3,2,1,3,1,0,0,49.1592,226.9382,1.1111,177.779,-20,
109,1,1,2,28,1,137.6428,345.2572,78.7844,2,1,3,2,1,0,0,345.2572,339.7011,1.5627,-5.556,30,
109,1,1,1,29,1,168.7425,317.7165,226.6907,3,2,1,1,0,0,1,168.7425,54.1214,1.632,-114.6212,-20,
109,1,1,2,30,1,315.1258,197.0721,138.657,2,3,1,2,1,0,0,197.0721,176.6186,1.6043,-20.4536,20,
109,1,1,2,31,1,315.8145,169.192,195.8378,3,1,2,3,1,0,0,195.8378,204.3991,1.4584,8.5613,30,
109,1,1,2,32,1,109.7017,135.0292,228.0515,2,3,1,2,1,0,0,135.0292,144.5649,2.493,9.5358,30,
109,1,1,2,33,1,256.4523,47.0128,289.3103,2,1,3,2,1,0,0,47.0128,34.2648,1.9795,-12.748,20,
109,1,1,1,34,1,319.2054,76.7725,167.1503,1,2,3,3,0,0,1,167.1503,149.458,2.3542,-17.6924,20,
109,1,1,2,35,1,289.8173,135.4295,167.5025,3,1,2,3,1,0,0,167.5025,139.7947,2.0834,-27.7078,10,
109,1,1,2,36,1,46.5193,197.4165,346.6891,2,3,1,2,1,0,0,197.4165,194.4854,1.9442,-2.9311,40,
109,1,1,1,37,1,79.9262,107.7974,169.668,1,2,3,1,1,0,0,79.9262,53.7284,1.5834,-26.1978,10,
109,1,1,1,38,1,135.5422,165.1806,228.0905,1,3,2,3,0,1,0,228.0905,203.8286,2.9444,-24.2619,10,
109,1,1,2,39,1,259.4502,346.651,166.1485,1,3,2,1,1,0,0,259.4502,233.2658,1.5765,-26.1844,10,
109,1,1,2,40,1,135.5697,19.8928,79.243,2,1,3,1,0,1,0,135.5697,NaN,100000,999,0,
109,1,1,1,41,1,285.5402,17.2994,137.2544,2,3,1,3,0,1,0,137.2544,164.9264,1.5625,27.672,10,
109,1,1,1,42,1,138.7045,347.534,165.9996,3,1,2,2,0,0,1,347.534,10.729,2.8543,23.1951,10,
109,1,1,1,43,1,169.3879,345.0718,46.4715,2,1,3,3,0,0,1,46.4715,22.6916,3.4097,-23.7799,10,
109,1,1,1,44,1,227.7164,78.5126,19.7822,3,1,2,3,1,0,0,19.7822,20.0675,1.3542,0.28537,40,
109,1,1,1,45,1,78.8751,319.5709,48.9128,2,3,1,2,1,0,0,319.5709,337.8775,3.236,18.3066,20,
109,1,1,2,46,1,48.4957,168.9813,137.2079,3,2,1,1,0,0,1,48.4957,18.5908,2.632,-29.9048,10,
109,1,1,2,47,1,315.7287,287.9252,345.3668,3,2,1,3,1,0,0,345.3668,344.6493,3.1458,-0.71747,40,
109,1,1,1,48,1,286.8252,226.5457,315.6046,2,1,3,2,1,0,0,226.5457,229.5607,2,3.015,30,
109,1,1,2,49,1,256.6999,319.2336,46.2303,3,1,2,3,1,0,0,46.2303,45.1532,2.1528,-1.0772,40,
109,1,1,2,50,1,135.68,78.9445,105.462,3,2,1,3,1,0,0,105.462,82.1371,2.6876,-23.3249,10,
109,1,1,2,51,1,75.0988,319.8215,349.8519,1,3,2,1,1,0,0,75.0988,78.4467,1.9932,3.3479,30,
109,1,1,1,52,1,19.6916,226.2771,107.6658,2,3,1,2,1,0,0,226.2771,238.8532,1.2083,12.576,20,
109,1,1,1,53,1,138.9798,226.1669,78.0042,1,3,2,2,0,0,1,226.1669,230.8251,2.6392,4.6583,30,
109,1,1,2,54,1,346.4868,16.9821,317.1038,3,1,2,3,1,0,0,317.1038,331.639,2.2292,14.5352,20,
109,1,1,2,55,1,317.7541,79.3545,195.2113,2,3,1,1,0,0,1,317.7541,340.7551,2.7152,23.0011,10,
109,1,1,1,56,1,47.5997,169.9459,257.4496,2,1,3,2,1,0,0,169.9459,158.2545,2.6528,-11.6914,30,
109,1,1,1,57,1,79.0846,195.9474,105.6185,1,3,2,1,1,0,0,79.0846,64.0835,1.5208,-15.001,20,
109,1,1,1,58,1,76.6599,319.1987,286.8586,1,2,3,1,1,0,0,76.6599,66.6372,1.5765,-10.0228,30,
109,1,1,1,59,1,135.784,76.6302,46.5703,1,3,2,3,0,1,0,46.5703,215.5584,1.3476,168.9881,-20,
109,1,1,2,60,1,286.0726,228.3995,167.7865,1,3,2,1,1,0,0,286.0726,289.2422,1.5903,3.1696,30,
109,1,2,1,61,1,287.0116,195.9092,139.2813,3,1,2,1,0,1,0,287.0116,321.8794,3.1111,34.8678,0,
109,1,2,2,62,1,225.9992,318.0367,107.7152,3,2,1,3,1,0,0,107.7152,49.8875,1.2852,-57.8277,-10,
109,1,2,2,63,1,48.791,169.4352,15.344,2,1,3,3,0,0,1,15.344,25.7245,3.6665,10.3805,30,
109,1,2,2,64,1,16.9081,317.8384,169.4393,3,1,2,3,1,0,0,169.4393,190.2566,1.8194,20.8173,20,
109,1,2,2,65,1,139.6308,166.4925,256.6904,1,2,3,1,1,0,0,139.6308,167.4014,1.2709,27.7706,10,
109,1,2,1,66,1,346.3991,77.235,47.9379,1,2,3,3,0,0,1,47.9379,37.3722,1.2709,-10.5657,30,
109,1,2,2,67,1,349.442,316.1658,289.308,3,2,1,3,1,0,0,289.308,285.3691,2.3549,-3.9389,30,
109,1,2,1,68,1,287.6372,108.625,348.0371,2,3,1,3,0,1,0,348.0371,3.708,1.7083,15.671,20,
109,1,2,1,69,1,349.0746,135.7025,259.3993,3,2,1,3,1,0,0,259.3993,264.5186,2.5694,5.1192,30,
109,1,2,1,70,1,15.4219,229.8604,285.1573,2,3,1,2,1,0,0,229.8604,226.029,2.1736,-3.8315,30,
109,1,2,1,71,1,318.2673,77.4483,349.8643,3,2,1,3,1,0,0,349.8643,2.6871,2.2366,12.8229,20,
109,1,2,1,72,1,287.6205,225.601,105.889,3,2,1,1,0,0,1,287.6205,309.8012,2.1389,22.1807,10,
109,1,2,1,73,1,77.9122,257.105,345.4603,1,3,2,1,1,0,0,77.9122,38.8976,1.7708,-39.0145,0,
109,1,2,1,74,1,15.8762,165.966,258.0821,3,1,2,3,1,0,0,258.0821,226.4533,2.4375,-31.6288,0,
109,1,2,1,75,1,288.861,317.3768,18.4045,2,3,1,2,1,0,0,317.3768,341.944,1.2362,24.5672,10,
