Subject,Session,Block,Condition,Trial,whetherCued,midStim,leftStim,rightStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
119,1,1,1,1,1,347.6621,78.5825,225.8965,3,1,2,3,1,0,0,225.8965,267.6494,2.6527,41.7529,-5,
119,1,1,2,2,1,169.6783,319.0936,48.6413,3,1,2,1,0,1,0,169.6783,NaN,100000,999,0,
119,1,1,2,3,1,108.812,17.8803,78.7383,1,3,2,1,1,0,0,108.812,62.582,2.0069,-46.2301,-5,
119,1,1,1,4,1,347.6614,136.397,49.7312,3,1,2,1,0,1,0,347.6614,116.2639,2.3477,128.6025,-20,
119,1,1,2,5,1,78.6346,196.8692,47.9079,1,3,2,1,1,0,0,78.6346,177.9689,2.2491,99.3344,-20,
119,1,1,2,6,1,45.7597,16.9855,196.8736,3,1,2,3,1,0,0,196.8736,166.7621,2.4932,-30.1115,0,
119,1,1,1,7,1,138.2116,316.1063,79.1853,2,1,3,1,0,1,0,138.2116,134.7857,1.0974,-3.4259,30,
119,1,1,2,8,1,319.2929,289.5553,168.4982,1,3,2,1,1,0,0,319.2929,146.4554,1.146,-172.8374,-20,
119,1,1,1,9,1,287.6468,199.1499,49.2938,2,3,1,2,1,0,0,199.1499,132.3935,1.4237,-66.7564,-20,
119,1,1,1,10,1,169.2518,139.5582,198.1964,1,2,3,1,1,0,0,169.2518,163.1081,0.70829,-6.1437,30,
119,1,1,2,11,1,169.1329,48.3844,286.038,1,3,2,1,1,0,0,169.1329,172.8195,1.1875,3.6866,30,
119,1,1,1,12,1,287.2569,316.9132,48.9482,1,2,3,1,1,0,0,287.2569,292.8938,1.375,5.6369,30,
119,1,1,1,13,1,228.7938,349.9761,315.9329,1,2,3,2,0,1,0,349.9761,320.7682,1.6807,-29.2078,10,
119,1,1,1,14,1,285.9688,47.1618,258.7458,1,3,2,1,1,0,0,285.9688,304.2359,1.2431,18.2671,20,
119,1,1,2,15,1,19.6749,137.3974,346.159,1,3,2,1,1,0,0,19.6749,33.1244,1.3959,13.4495,20,
119,1,1,1,16,1,287.6548,259.506,317.7028,3,1,2,3,1,0,0,317.7028,296.316,1.2431,-21.3868,10,
119,1,1,1,17,1,105.9911,165.9754,316.6342,3,2,1,3,1,0,0,316.6342,305.8122,0.70133,-10.822,30,
119,1,1,1,18,1,109.0699,259.4922,77.1462,2,3,1,2,1,0,0,259.4922,294.6638,1.0833,35.1715,0,
119,1,1,2,19,1,315.4649,347.3174,285.0467,3,1,2,2,0,0,1,347.3174,328.7079,1.1736,-18.6095,20,
119,1,1,2,20,1,77.1828,225.2461,105.2482,3,2,1,3,1,0,0,105.2482,243.6739,0.63893,138.4258,-20,
119,1,1,1,21,1,17.3062,228.1966,259.5867,3,2,1,2,0,1,0,228.1966,134.2872,1.0001,-93.9094,-20,
119,1,1,2,22,1,19.9049,195.6352,286.1612,3,2,1,3,1,0,0,286.1612,287.0205,0.56945,0.85935,40,
119,1,1,1,23,1,19.2845,75.217,318.4581,2,3,1,2,1,0,0,75.217,114.4976,1.0139,39.2807,0,
119,1,1,2,24,1,79.095,348.1246,228.6928,1,2,3,2,0,1,0,348.1246,NaN,100000,999,0,
119,1,1,1,25,1,49.4771,227.9126,257.9137,3,1,2,2,0,0,1,227.9126,321.1152,1.1875,93.2026,-20,
119,1,1,2,26,1,47.0319,136.931,228.049,2,3,1,2,1,0,0,136.931,121.0031,0.71529,-15.9278,20,
119,1,1,1,27,1,77.6151,16.6265,49.1592,3,2,1,3,1,0,0,49.1592,19.1058,1.2778,-30.0534,0,
