Subject,Session,Block,Condition,Trial,whetherCued,midStim,leftStim,rightStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
110,1,1,1,1,1,347.6621,78.5825,225.8965,3,1,2,3,1,0,0,225.8965,226.3925,1.0407,0.49595,40,
110,1,1,2,2,1,169.6783,319.0936,48.6413,3,1,2,1,0,1,0,169.6783,NaN,100000,999,0,
110,1,1,2,3,1,108.812,17.8803,78.7383,1,3,2,1,1,0,0,108.812,120.8776,1.2508,12.0656,20,
110,1,1,1,4,1,347.6614,136.397,49.7312,3,1,2,1,0,1,0,347.6614,316.0544,2.8822,-31.607,0,
110,1,1,2,5,1,78.6346,196.8692,47.9079,1,3,2,1,1,0,0,78.6346,98.819,2.0005,20.1844,20,
110,1,1,2,6,1,45.7597,16.9855,196.8736,3,1,2,3,1,0,0,196.8736,218.0207,1.5413,21.1471,10,
110,1,1,1,7,1,138.2116,316.1063,79.1853,2,1,3,1,0,1,0,138.2116,114.6517,1.4813,-23.5598,10,
110,1,1,2,8,1,319.2929,289.5553,168.4982,1,3,2,1,1,0,0,319.2929,335.1196,1.9411,15.8268,20,
110,1,1,1,9,1,287.6468,199.1499,49.2938,2,3,1,2,1,0,0,199.1499,230.6569,1.6612,31.507,0,
110,1,1,1,10,1,169.2518,139.5582,198.1964,1,2,3,1,1,0,0,169.2518,163.8998,0.81084,-5.352,30,
110,1,1,2,11,1,169.1329,48.3844,286.038,1,3,2,1,1,0,0,169.1329,174.9535,0.95069,5.8206,30,
110,1,1,1,12,1,287.2569,316.9132,48.9482,1,2,3,1,1,0,0,287.2569,292.4087,1.2509,5.1518,30,
110,1,1,1,13,1,228.7938,349.9761,315.9329,1,2,3,2,0,1,0,349.9761,349.8058,2.332,-0.17032,40,
110,1,1,1,14,1,285.9688,47.1618,258.7458,1,3,2,1,1,0,0,285.9688,284.062,1.421,-1.9069,40,
110,1,1,2,15,1,19.6749,137.3974,346.159,1,3,2,1,1,0,0,19.6749,28.4264,1.8212,8.7515,30,
110,1,1,1,16,1,287.6548,259.506,317.7028,3,1,2,3,1,0,0,317.7028,296.2117,1.5015,-21.491,10,
110,1,1,1,17,1,105.9911,165.9754,316.6342,3,2,1,3,1,0,0,316.6342,313.066,1.0708,-3.5682,30,
110,1,1,1,18,1,109.0699,259.4922,77.1462,2,3,1,2,1,0,0,259.4922,236.9831,1.2108,-22.5091,10,
110,1,1,2,19,1,315.4649,347.3174,285.0467,3,1,2,2,0,0,1,347.3174,341.8648,2.0314,-5.4527,30,
110,1,1,2,20,1,77.1828,225.2461,105.2482,3,2,1,3,1,0,0,105.2482,88.9653,1.4514,-16.2828,20,
110,1,1,1,21,1,17.3062,228.1966,259.5867,3,2,1,2,0,1,0,228.1966,233.693,1.381,5.4964,30,
110,1,1,2,22,1,19.9049,195.6352,286.1612,3,2,1,3,1,0,0,286.1612,291.3426,0.97073,5.1814,30,
110,1,1,1,23,1,19.2845,75.217,318.4581,2,3,1,2,1,0,0,75.217,243.9333,1.481,168.7163,-20,
110,1,1,2,24,1,79.095,348.1246,228.6928,1,2,3,2,0,1,0,348.1246,NaN,100000,999,0,
110,1,1,1,25,1,49.4771,227.9126,257.9137,3,1,2,2,0,0,1,227.9126,246.0451,2.6719,18.1325,20,
110,1,1,2,26,1,47.0319,136.931,228.049,2,3,1,2,1,0,0,136.931,130.1966,1.4911,-6.7344,30,
110,1,1,1,27,1,77.6151,16.6265,49.1592,3,2,1,3,1,0,0,49.1592,60.7621,1.411,11.6029,30,
110,1,1,2,28,1,137.6428,345.2572,78.7844,2,1,3,2,1,0,0,345.2572,347.5335,1.1208,2.2763,40,
110,1,1,1,29,1,168.7425,317.7165,226.6907,3,2,1,1,0,0,1,168.7425,168.2694,1.1708,-0.47311,40,
110,1,1,2,30,1,315.1258,197.0721,138.657,2,3,1,2,1,0,0,197.0721,206.1539,1.0808,9.0818,30,
110,1,1,2,31,1,315.8145,169.192,195.8378,3,1,2,3,1,0,0,195.8378,213.991,1.191,18.1532,20,
110,1,1,2,32,1,109.7017,135.0292,228.0515,2,3,1,2,1,0,0,135.0292,126.2857,0.93073,-8.7435,30,
110,1,1,2,33,1,256.4523,47.0128,289.3103,2,1,3,2,1,0,0,47.0128,46.6188,0.8106,-0.39397,40,
110,1,1,1,34,1,319.2054,76.7725,167.1503,1,2,3,3,0,0,1,167.1503,303.5253,1.0307,136.375,-20,
110,1,1,2,35,1,289.8173,135.4295,167.5025,3,1,2,3,1,0,0,167.5025,214.9451,0.76056,47.4426,-5,
110,1,1,2,36,1,46.5193,197.4165,346.6891,2,3,1,2,1,0,0,197.4165,193.8733,1.2308,-3.5432,30,
110,1,1,1,37,1,79.9262,107.7974,169.668,1,2,3,1,1,0,0,79.9262,78.496,1.1508,-1.4302,40,
110,1,1,1,38,1,135.5422,165.1806,228.0905,1,3,2,3,0,1,0,228.0905,292.0835,1.1508,63.993,-20,
110,1,1,2,39,1,259.4502,346.651,166.1485,1,3,2,1,1,0,0,259.4502,261.9876,1.431,2.5375,40,
110,1,1,2,40,1,135.5697,19.8928,79.243,2,1,3,1,0,1,0,135.5697,NaN,100000,999,0,
110,1,1,1,41,1,285.5402,17.2994,137.2544,2,3,1,3,0,1,0,137.2544,295.8417,1.3909,158.5873,-20,
110,1,1,1,42,1,138.7045,347.534,165.9996,3,1,2,2,0,0,1,347.534,36.4494,1.9014,48.9154,-5,
110,1,1,1,43,1,169.3879,345.0718,46.4715,2,1,3,3,0,0,1,46.4715,146.709,2.7318,100.2375,-20,
110,1,1,1,44,1,227.7164,78.5126,19.7822,3,1,2,3,1,0,0,19.7822,39.134,0.87068,19.3518,20,
110,1,1,1,45,1,78.8751,319.5709,48.9128,2,3,1,2,1,0,0,319.5709,329.5959,1.1608,10.0249,30,
110,1,1,2,46,1,48.4957,168.9813,137.2079,3,2,1,1,0,0,1,48.4957,47.8028,1.291,-0.69287,40,
110,1,1,2,47,1,315.7287,287.9252,345.3668,3,2,1,3,1,0,0,345.3668,332.5285,0.97075,-12.8383,20,
110,1,1,1,48,1,286.8252,226.5457,315.6046,2,1,3,2,1,0,0,226.5457,251.2234,1.0107,24.6776,10,
110,1,1,2,49,1,256.6999,319.2336,46.2303,3,1,2,3,1,0,0,46.2303,41.3871,1.2209,-4.8433,30,
110,1,1,2,50,1,135.68,78.9445,105.462,3,2,1,3,1,0,0,105.462,105.5957,1.2008,0.13368,40,
110,1,1,2,51,1,75.0988,319.8215,349.8519,1,3,2,1,1,0,0,75.0988,71.9664,0.92068,-3.1324,30,
110,1,1,1,52,1,19.6916,226.2771,107.6658,2,3,1,2,1,0,0,226.2771,239.3092,0.97071,13.032,20,
110,1,1,1,53,1,138.9798,226.1669,78.0042,1,3,2,2,0,0,1,226.1669,239.4668,1.2309,13.3,20,
110,1,1,2,54,1,346.4868,16.9821,317.1038,3,1,2,3,1,0,0,317.1038,309.0759,0.86063,-8.0279,30,
110,1,1,2,55,1,317.7541,79.3545,195.2113,2,3,1,1,0,0,1,317.7541,322.5014,5.4541,4.7473,30,
110,1,1,1,56,1,47.5997,169.9459,257.4496,2,1,3,2,1,0,0,169.9459,151.2905,1.0008,-18.6555,20,
110,1,1,1,57,1,79.0846,195.9474,105.6185,1,3,2,1,1,0,0,79.0846,69.4777,0.91067,-9.6068,30,
110,1,1,1,58,1,76.6599,319.1987,286.8586,1,2,3,1,1,0,0,76.6599,69.6633,0.99071,-6.9966,30,
110,1,1,1,59,1,135.784,76.6302,46.5703,1,3,2,3,0,1,0,46.5703,58.1772,0.98068,11.6069,30,
110,1,1,2,60,1,286.0726,228.3995,167.7865,1,3,2,1,1,0,0,286.0726,281.5261,1.2509,-4.5465,30,
110,1,2,1,61,1,287.0116,195.9092,139.2813,3,1,2,1,0,1,0,287.0116,294.14,1.2009,7.1283,30,
110,1,2,2,62,1,225.9992,318.0367,107.7152,3,2,1,3,1,0,0,107.7152,106.8647,1.361,-0.85054,40,
110,1,2,2,63,1,48.791,169.4352,15.344,2,1,3,3,0,0,1,15.344,46.9612,1.1108,31.6172,0,
110,1,2,2,64,1,16.9081,317.8384,169.4393,3,1,2,3,1,0,0,169.4393,188.4844,1.2009,19.0451,20,
110,1,2,2,65,1,139.6308,166.4925,256.6904,1,2,3,1,1,0,0,139.6308,138.6877,0.96068,-0.94313,40,
110,1,2,1,66,1,346.3991,77.235,47.9379,1,2,3,3,0,0,1,47.9379,30.6459,1.6211,-17.2919,20,
110,1,2,2,67,1,349.442,316.1658,289.308,3,2,1,3,1,0,0,289.308,306.9942,0.92067,17.6862,20,
110,1,2,1,68,1,287.6372,108.625,348.0371,2,3,1,3,0,1,0,348.0371,345.7832,0.87062,-2.2539,40,
110,1,2,1,69,1,349.0746,135.7025,259.3993,3,2,1,3,1,0,0,259.3993,254.5931,0.96073,-4.8062,30,
110,1,2,1,70,1,15.4219,229.8604,285.1573,2,3,1,2,1,0,0,229.8604,247.8707,1.0807,18.0103,20,
110,1,2,1,71,1,318.2673,77.4483,349.8643,3,2,1,3,1,0,0,349.8643,334.5152,0.67054,-15.3491,20,
110,1,2,1,72,1,287.6205,225.601,105.889,3,2,1,1,0,0,1,287.6205,281.4282,1.0007,-6.1923,30,
110,1,2,1,73,1,77.9122,257.105,345.4603,1,3,2,1,1,0,0,77.9122,72.0388,0.77059,-5.8734,30,
110,1,2,1,74,1,15.8762,165.966,258.0821,3,1,2,3,1,0,0,258.0821,247.5632,0.98074,-10.5189,30,
110,1,2,1,75,1,288.861,317.3768,18.4045,2,3,1,2,1,0,0,317.3768,337.2609,1.1708,19.8841,20,
110,1,2,2,76,1,139.1315,79.956,197.6197,2,3,1,2,1,0,0,79.956,59.9321,0.82105,-20.0239,20,
110,1,2,2,77,1,317.3578,347.715,225.2985,1,2,3,2,0,1,0,347.715,NaN,100000,999,0,
110,1,2,1,78,1,79.1667,256.0186,227.7221,1,3,2,2,0,0,1,256.0186,60.4846,0.77052,164.466,-20,
110,1,2,2,79,1,165.6614,49.3524,348.0148,2,1,3,3,0,0,1,348.0148,226.6398,1.1508,-121.375,-20,
110,1,2,2,80,1,76.8968,319.3234,17.0998,3,1,2,3,1,0,0,17.0998,328.3096,1.1608,-48.7902,-5,
110,1,2,2,81,1,349.1405,287.5372,16.8308,2,3,1,2,1,0,0,287.5372,334.5577,0.92062,47.0205,-5,
110,1,2,2,82,1,167.8456,109.3752,136.7429,2,1,3,1,0,1,0,167.8456,NaN,100000,999,0,
110,1,2,1,83,1,17.3376,75.7067,45.3407,2,1,3,2,1,0,0,75.7067,73.8649,0.77059,-1.8417,40,
110,1,2,1,84,1,346.2021,48.4245,319.1963,3,1,2,3,1,0,0,319.1963,301.0238,0.44036,-18.1725,20,
110,1,2,1,85,1,316.9479,48.8765,285.8968,3,1,2,3,1,0,0,285.8968,291.6664,0.90062,5.7695,30,
