Subject,Session,Block,Condition,Trial,whetherCued,midStim,leftStim,rightStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
103,1,1,1,1,1,347.6621,78.5825,225.8965,3,1,2,3,1,0,0,225.8965,236.7689,1.5611,10.8724,30,
103,1,1,2,2,1,169.6783,319.0936,48.6413,3,1,2,1,0,1,0,169.6783,NaN,100000,999,0,
103,1,1,2,3,1,108.812,17.8803,78.7383,1,3,2,1,1,0,0,108.812,101.1979,3.2021,-7.6141,30,
103,1,1,1,4,1,347.6614,136.397,49.7312,3,1,2,1,0,1,0,347.6614,348.6809,1.7613,1.0195,40,
103,1,1,2,5,1,78.6346,196.8692,47.9079,1,3,2,1,1,0,0,78.6346,14.5418,2.5309,-64.0928,-20,
103,1,1,2,6,1,45.7597,16.9855,196.8736,3,1,2,3,1,0,0,196.8736,194.8822,2.8821,-1.9914,40,
103,1,1,1,7,1,138.2116,316.1063,79.1853,2,1,3,1,0,1,0,138.2116,106.2759,2.1417,-31.9357,0,
103,1,1,2,8,1,319.2929,289.5553,168.4982,1,3,2,1,1,0,0,319.2929,292.7018,1.8911,-26.591,10,
103,1,1,1,9,1,287.6468,199.1499,49.2938,2,3,1,2,1,0,0,199.1499,11.4176,2.0714,172.2677,-20,
103,1,1,1,10,1,169.2518,139.5582,198.1964,1,2,3,1,1,0,0,169.2518,159.38,1.6212,-9.8718,30,
103,1,1,2,11,1,169.1329,48.3844,286.038,1,3,2,1,1,0,0,169.1329,180.8216,1.3209,11.6888,30,
103,1,1,1,12,1,287.2569,316.9132,48.9482,1,2,3,1,1,0,0,287.2569,294.6716,2.0614,7.4147,30,
103,1,1,1,13,1,228.7938,349.9761,315.9329,1,2,3,2,0,1,0,349.9761,40.804,1.8013,50.828,-10,
103,1,1,1,14,1,285.9688,47.1618,258.7458,1,3,2,1,1,0,0,285.9688,261.016,2.0117,-24.9528,10,
103,1,1,2,15,1,19.6749,137.3974,346.159,1,3,2,1,1,0,0,19.6749,18.7369,1.6812,-0.93803,40,
103,1,1,1,16,1,287.6548,259.506,317.7028,3,1,2,3,1,0,0,317.7028,305.9955,1.5419,-11.7073,30,
103,1,1,1,17,1,105.9911,165.9754,316.6342,3,2,1,3,1,0,0,316.6342,300.6179,1.9412,-16.0163,20,
103,1,1,1,18,1,109.0699,259.4922,77.1462,2,3,1,2,1,0,0,259.4922,219.6511,1.9814,-39.8411,0,
103,1,1,2,19,1,315.4649,347.3174,285.0467,3,1,2,2,0,0,1,347.3174,277.5738,1.8213,-69.7437,-20,
103,1,1,2,20,1,77.1828,225.2461,105.2482,3,2,1,3,1,0,0,105.2482,92.4768,1.5311,-12.7714,20,
103,1,1,1,21,1,17.3062,228.1966,259.5867,3,2,1,2,0,1,0,228.1966,54.8049,0.96071,-173.3917,-20,
103,1,1,2,22,1,19.9049,195.6352,286.1612,3,2,1,3,1,0,0,286.1612,288.0583,2.2715,1.8971,40,
103,1,1,1,23,1,19.2845,75.217,318.4581,2,3,1,2,1,0,0,75.217,60.9859,1.4711,-14.231,20,
103,1,1,2,24,1,79.095,348.1246,228.6928,1,2,3,2,0,1,0,348.1246,NaN,100000,999,0,
103,1,1,1,25,1,49.4771,227.9126,257.9137,3,1,2,2,0,0,1,227.9126,236.7039,2.0314,8.7913,30,
103,1,1,2,26,1,47.0319,136.931,228.049,2,3,1,2,1,0,0,136.931,140.6919,1.6711,3.761,30,
103,1,1,1,27,1,77.6151,16.6265,49.1592,3,2,1,3,1,0,0,49.1592,37.118,2.3517,-12.0413,20,
103,1,1,2,28,1,137.6428,345.2572,78.7844,2,1,3,2,1,0,0,345.2572,301.7544,1.6611,-43.5028,-5,
103,1,1,1,29,1,168.7425,317.7165,226.6907,3,2,1,1,0,0,1,168.7425,123.4335,2.5018,-45.309,-5,
103,1,1,2,30,1,315.1258,197.0721,138.657,2,3,1,2,1,0,0,197.0721,36.0291,1.6211,-161.043,-20,
103,1,1,2,31,1,315.8145,169.192,195.8378,3,1,2,3,1,0,0,195.8378,202.5994,1.7312,6.7616,30,
103,1,1,2,32,1,109.7017,135.0292,228.0515,2,3,1,2,1,0,0,135.0292,124.0433,1.391,-10.9859,30,
103,1,1,2,33,1,256.4523,47.0128,289.3103,2,1,3,2,1,0,0,47.0128,353.5493,1.6112,-53.4635,-10,
103,1,1,1,34,1,319.2054,76.7725,167.1503,1,2,3,3,0,0,1,167.1503,125.4544,3.8626,-41.6959,-5,
103,1,1,2,35,1,289.8173,135.4295,167.5025,3,1,2,3,1,0,0,167.5025,139.9244,1.6312,-27.5781,10,
103,1,1,2,36,1,46.5193,197.4165,346.6891,2,3,1,2,1,0,0,197.4165,224.9399,2.0014,27.5234,10,
103,1,1,1,37,1,79.9262,107.7974,169.668,1,2,3,1,1,0,0,79.9262,41.1966,3.3023,-38.7296,0,
103,1,1,1,38,1,135.5422,165.1806,228.0905,1,3,2,3,0,1,0,228.0905,209.896,3.002,-18.1945,20,
103,1,1,2,39,1,259.4502,346.651,166.1485,1,3,2,1,1,0,0,259.4502,242.8715,2.7519,-16.5787,20,
103,1,1,2,40,1,135.5697,19.8928,79.243,2,1,3,1,0,1,0,135.5697,NaN,100000,999,0,
103,1,1,1,41,1,285.5402,17.2994,137.2544,2,3,1,3,0,1,0,137.2544,132.1494,1.8314,-5.1051,30,
103,1,1,1,42,1,138.7045,347.534,165.9996,3,1,2,2,0,0,1,347.534,333.5726,2.1416,-13.9614,20,
103,1,1,1,43,1,169.3879,345.0718,46.4715,2,1,3,3,0,0,1,46.4715,84.6296,2.5618,38.1581,0,
103,1,1,1,44,1,227.7164,78.5126,19.7822,3,1,2,3,1,0,0,19.7822,42.1776,2.5418,22.3955,10,
103,1,1,1,45,1,78.8751,319.5709,48.9128,2,3,1,2,1,0,0,319.5709,333.5743,1.531,14.0034,20,
103,1,1,2,46,1,48.4957,168.9813,137.2079,3,2,1,1,0,0,1,48.4957,33.7253,2.8419,-14.7704,20,
103,1,1,2,47,1,315.7287,287.9252,345.3668,3,2,1,3,1,0,0,345.3668,326.8926,1.371,-18.4742,20,
