Subject,Session,Block,Condition,Trial,whetherCued,midStim,leftStim,rightStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
102,1,1,1,1,1,347.6621,78.5825,225.8965,3,1,2,3,1,0,0,225.8965,228.6898,2.0815,2.7933,40,
102,1,1,2,2,1,169.6783,319.0936,48.6413,3,1,2,1,0,1,0,169.6783,NaN,100000,999,0,
102,1,1,2,3,1,108.812,17.8803,78.7383,1,3,2,1,1,0,0,108.812,101.8323,2.2715,-6.9797,30,
102,1,1,1,4,1,347.6614,136.397,49.7312,3,1,2,1,0,1,0,347.6614,170.205,3.9425,-177.4564,-20,
102,1,1,2,5,1,78.6346,196.8692,47.9079,1,3,2,1,1,0,0,78.6346,86.6098,1.8606,7.9752,30,
102,1,1,2,6,1,45.7597,16.9855,196.8736,3,1,2,3,1,0,0,196.8736,182.2516,2.152,-14.622,20,
102,1,1,1,7,1,138.2116,316.1063,79.1853,2,1,3,1,0,1,0,138.2116,107.1329,3.4826,-31.0787,0,
102,1,1,2,8,1,319.2929,289.5553,168.4982,1,3,2,1,1,0,0,319.2929,302.4979,1.4308,-16.7949,20,
102,1,1,1,9,1,287.6468,199.1499,49.2938,2,3,1,2,1,0,0,199.1499,246.2877,1.8013,47.1378,-5,
102,1,1,1,10,1,169.2518,139.5582,198.1964,1,2,3,1,1,0,0,169.2518,173.4956,1.9514,4.2438,30,
102,1,1,2,11,1,169.1329,48.3844,286.038,1,3,2,1,1,0,0,169.1329,175.5602,2.1515,6.4273,30,
102,1,1,1,12,1,287.2569,316.9132,48.9482,1,2,3,1,1,0,0,287.2569,272.7731,2.2718,-14.4838,20,
102,1,1,1,13,1,228.7938,349.9761,315.9329,1,2,3,2,0,1,0,349.9761,299.0565,1.9213,-50.9196,-10,
102,1,1,1,14,1,285.9688,47.1618,258.7458,1,3,2,1,1,0,0,285.9688,267.4512,1.7612,-18.5176,20,
102,1,1,2,15,1,19.6749,137.3974,346.159,1,3,2,1,1,0,0,19.6749,5.3342,2.3216,-14.3407,20,
102,1,1,1,16,1,287.6548,259.506,317.7028,3,1,2,3,1,0,0,317.7028,335.9873,1.6012,18.2846,20,
