Subject,Session,Block,Condition,Trial,whetherCued,midStim,leftStim,rightStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
108,1,1,1,1,1,347.6621,78.5825,225.8965,3,1,2,3,1,0,0,225.8965,228.6002,2.2615,2.7037,40,
108,1,1,2,2,1,169.6783,319.0936,48.6413,3,1,2,1,0,1,0,169.6783,NaN,100000,999,0,
108,1,1,2,3,1,108.812,17.8803,78.7383,1,3,2,1,1,0,0,108.812,121.6474,1.761,12.8354,20,
108,1,1,1,4,1,347.6614,136.397,49.7312,3,1,2,1,0,1,0,347.6614,311.4414,2.7718,-36.2201,0,
108,1,1,2,5,1,78.6346,196.8692,47.9079,1,3,2,1,1,0,0,78.6346,118.3074,2.1808,39.6728,0,
108,1,1,2,6,1,45.7597,16.9855,196.8736,3,1,2,3,1,0,0,196.8736,218.4869,3.4726,21.6133,10,
108,1,1,1,7,1,138.2116,316.1063,79.1853,2,1,3,1,0,1,0,138.2116,132.9143,3.3624,-5.2973,30,
108,1,1,2,8,1,319.2929,289.5553,168.4982,1,3,2,1,1,0,0,319.2929,322.091,3.6022,2.7981,40,
108,1,1,1,9,1,287.6468,199.1499,49.2938,2,3,1,2,1,0,0,199.1499,240.4312,3.2721,41.2813,-5,
108,1,1,1,10,1,169.2518,139.5582,198.1964,1,2,3,1,1,0,0,169.2518,142.1803,1.7812,-27.0715,10,
108,1,1,2,11,1,169.1329,48.3844,286.038,1,3,2,1,1,0,0,169.1329,154.535,2.5216,-14.5978,20,
108,1,1,1,12,1,287.2569,316.9132,48.9482,1,2,3,1,1,0,0,287.2569,317.9013,1.9113,30.6444,0,
108,1,1,1,13,1,228.7938,349.9761,315.9329,1,2,3,2,0,1,0,349.9761,348.2386,3.1421,-1.7374,40,
108,1,1,1,14,1,285.9688,47.1618,258.7458,1,3,2,1,1,0,0,285.9688,291.4093,3.2321,5.4405,30,
108,1,1,2,15,1,19.6749,137.3974,346.159,1,3,2,1,1,0,0,19.6749,26.9138,2.842,7.2389,30,
108,1,1,1,16,1,287.6548,259.506,317.7028,3,1,2,3,1,0,0,317.7028,279.5852,1.9614,-38.1175,0,
108,1,1,1,17,1,105.9911,165.9754,316.6342,3,2,1,3,1,0,0,316.6342,301.621,1.331,-15.0132,20,
108,1,1,1,18,1,109.0699,259.4922,77.1462,2,3,1,2,1,0,0,259.4922,242.9388,4.0527,-16.5534,20,
108,1,1,2,19,1,315.4649,347.3174,285.0467,3,1,2,2,0,0,1,347.3174,312.7454,2.3716,-34.5721,0,
108,1,1,2,20,1,77.1828,225.2461,105.2482,3,2,1,3,1,0,0,105.2482,55.9509,1.3809,-49.2972,-5,
108,1,1,1,21,1,17.3062,228.1966,259.5867,3,2,1,2,0,1,0,228.1966,223.702,2.2415,-4.4946,30,
108,1,1,2,22,1,19.9049,195.6352,286.1612,3,2,1,3,1,0,0,286.1612,114.4466,2.7618,-171.7146,-20,
108,1,1,1,23,1,19.2845,75.217,318.4581,2,3,1,2,1,0,0,75.217,89.4353,1.2809,14.2184,20,
108,1,1,2,24,1,79.095,348.1246,228.6928,1,2,3,2,0,1,0,348.1246,NaN,100000,999,0,
108,1,1,1,25,1,49.4771,227.9126,257.9137,3,1,2,2,0,0,1,227.9126,230.2646,1.511,2.352,40,
108,1,1,2,26,1,47.0319,136.931,228.049,2,3,1,2,1,0,0,136.931,114.6587,1.2408,-22.2723,10,
108,1,1,1,27,1,77.6151,16.6265,49.1592,3,2,1,3,1,0,0,49.1592,84.1058,1.6711,34.9466,0,
108,1,1,2,28,1,137.6428,345.2572,78.7844,2,1,3,2,1,0,0,345.2572,303.8039,1.501,-41.4533,-5,
108,1,1,1,29,1,168.7425,317.7165,226.6907,3,2,1,1,0,0,1,168.7425,76.1196,2.622,-92.6229,-20,
108,1,1,2,30,1,315.1258,197.0721,138.657,2,3,1,2,1,0,0,197.0721,209.1028,3.1021,12.0306,20,
108,1,1,2,31,1,315.8145,169.192,195.8378,3,1,2,3,1,0,0,195.8378,224.1765,1.1608,28.3387,10,
108,1,1,2,32,1,109.7017,135.0292,228.0515,2,3,1,2,1,0,0,135.0292,113.8732,1.3009,-21.156,10,
108,1,1,2,33,1,256.4523,47.0128,289.3103,2,1,3,2,1,0,0,47.0128,69.2288,1.1408,22.216,10,
108,1,1,1,34,1,319.2054,76.7725,167.1503,1,2,3,3,0,0,1,167.1503,124.3181,3.2022,-42.8322,-5,
108,1,1,2,35,1,289.8173,135.4295,167.5025,3,1,2,3,1,0,0,167.5025,141.5597,3.4923,-25.9428,10,
