Subject,Session,Block,Condition,Trial,whetherCued,midStim,leftStim,rightStim,remCueLoc,fogCueLoc,neutralCueLoc,probeCueLoc,probeRem,probeForget,probeNeutral,Target,Estimate,RT,Error,Points
105,1,1,1,1,1,18.1866,349.7513,107.3819,1,3,2,1,1,0,0,18.1866,59.6157,1.6007,41.4291,-5,
105,1,1,1,2,1,136.2537,316.3149,229.2196,3,1,2,1,0,1,0,136.2537,125.6912,1.7511,-10.5626,30,
105,1,1,2,3,1,47.7691,75.8942,199.2985,1,2,3,1,1,0,0,47.7691,63.2067,1.9512,15.4376,20,
105,1,1,2,4,1,228.085,77.8902,346.494,3,2,1,1,0,0,1,228.085,217.3777,1.3509,-10.7074,30,
105,1,1,2,5,1,316.2543,138.7984,349.4915,3,2,1,3,1,0,0,349.4915,22.5678,3.6521,33.0763,0,
105,1,1,1,6,1,259.7369,17.9954,289.7444,1,3,2,1,1,0,0,259.7369,152.0145,4.423,-107.7224,-20,
105,1,1,2,7,1,106.7236,46.9239,197.9743,3,1,2,2,0,0,1,46.9239,335.7394,3.0021,-71.1845,-20,
105,1,1,2,8,1,258.0377,108.7544,229.9066,1,2,3,3,0,0,1,229.9066,238.2595,1.2508,8.3529,30,
105,1,1,1,9,1,196.777,137.8732,347.2997,1,3,2,1,1,0,0,196.777,220.4015,2.1115,23.6245,10,
105,1,1,2,10,1,229.9519,258.5867,199.9003,3,2,1,1,0,0,1,229.9519,216.5965,1.6511,-13.3554,20,
105,1,1,2,11,1,16.9948,286.4196,256.5696,1,2,3,1,1,0,0,16.9948,39.2052,3.6825,22.2104,10,
105,1,1,1,12,1,256.8038,346.2903,77.163,1,3,2,1,1,0,0,256.8038,228.2904,1.0909,-28.5134,10,
105,1,1,1,13,1,75.2298,107.1218,15.0451,2,3,1,3,0,1,0,15.0451,253.0199,1.9513,-122.0252,-20,
105,1,1,2,14,1,137.2672,106.4855,316.792,1,3,2,2,0,0,1,106.4855,83.0857,3.4924,-23.3998,10,
105,1,1,2,15,1,136.2546,165.3306,318.6358,3,2,1,1,0,0,1,136.2546,136.2584,1.0207,0.0038121,40,
105,1,1,1,16,1,348.7958,229.694,139.0535,2,3,1,2,1,0,0,229.694,241.4644,2.6118,11.7704,30,
105,1,1,1,17,1,169.5725,318.0854,136.6125,3,1,2,3,1,0,0,136.6125,100.5928,1.6011,-36.0197,0,
105,1,1,1,18,1,76.4985,197.7383,49.9591,3,2,1,2,0,1,0,197.7383,29.4279,1.8813,-168.3104,-20,
105,1,1,1,19,1,197.6044,349.2332,139.2181,2,1,3,1,0,1,0,197.6044,215.4216,1.2909,17.8173,20,
105,1,1,1,20,1,167.9666,78.631,347.1419,2,3,1,1,0,0,1,167.9666,157.045,1.2309,-10.9216,30,
105,1,1,2,21,1,349.691,19.4936,48.4743,3,2,1,3,1,0,0,48.4743,26.7102,1.291,-21.7641,10,
105,1,1,1,22,1,199.7903,76.0327,225.7985,2,1,3,2,1,0,0,76.0327,118.0071,1.0808,41.9744,-5,
